datetime,carbon_intensity,custom_electricity_score,custom_electricity_input_kwh_per_kwh,api_scope,api_region_id,api_region_name,wind_lat,wind_lon,api_total_perc,carbon_intensity_forecast,carbon_intensity_actual,carbon_intensity_index,api_gas,api_coal,api_biomass,api_nuclear,api_hydro,api_imports,api_other,api_wind,api_solar,api_storage,GAS_perc,COAL_perc,NUCLEAR_perc,WIND_perc,WIND_EMB_perc,HYDRO_perc,IMPORTS_perc,BIOMASS_perc,OTHER_perc,SOLAR_perc,STORAGE_perc,PEM operation,grid_data_source
2025-07-15 12:00:00,69,0.13359522626927287,1.0316426921769999,regional_auto,13,London,51.732,-0.3711,100.00000000000001,69,,low,4.3,0.0,0.0,7.4,0.2,40.6,0.0,31.5,16.0,0.0,4.3,0.0,7.4,31.5,0.0,0.2,40.6,0.0,0.0,16.0,0.0,7.667612466412304,carbon_api
