datetime,carbon_intensity,custom_electricity_score,custom_electricity_input_kwh_per_kwh,REP_SEASON,REP_KIND,PEM operation
2025-05-14 03:30:00,108.0,0.19809942025390842,1.031642692177,Spring,avg,10.892443050450753
2025-05-14 04:00:00,105.0,0.19559468305290745,1.0316426921769997,Spring,avg,10.757187241596702
2025-05-14 04:30:00,107.0,0.20007730410017266,1.0316426921769999,Spring,avg,10.999248778149022
2025-05-14 05:00:00,111.0,0.21920123056354807,1.0326743348691771,Spring,avg,12.031940807171294
2025-05-14 05:30:00,117.0,0.23542376958366118,1.0306110494848228,Spring,avg,12.907957914257402
2025-05-14 06:00:00,110.0,0.2280464357279894,1.032674334869177,Spring,avg,12.509581886051127
2025-05-14 06:30:00,102.0,0.21723690830981848,1.0326743348691767,Spring,avg,11.925867405469898
2025-05-14 07:00:00,95.0,0.205684331101009,1.0316426921769999,Spring,avg,11.302028236194186
2025-05-14 07:30:00,87.0,0.18836783860129505,1.0316426921769999,Spring,avg,10.366937641209631
2025-05-14 08:00:00,77.0,0.16963005701952186,1.0316426921769999,Spring,avg,9.35509743579388
2025-05-14 08:30:00,64.0,0.15444878558377897,1.0306110494848228,Spring,avg,8.535308778263763
2025-05-14 09:00:00,57.0,0.15137787337040826,1.0316426921769997,Spring,avg,8.369479518741745
2025-05-14 09:30:00,49.0,0.14375235460715616,1.032674334869177,Spring,avg,7.957701505526132
2025-05-14 10:00:00,46.0,0.14227258494951917,1.032674334869177,Spring,avg,7.877793944013735
2025-05-14 10:30:00,41.0,0.13240117357604003,1.0316426921769997,Spring,avg,7.344737729845861
2025-05-14 11:00:00,40.0,0.13466138142982287,1.0316426921769999,Spring,avg,7.466788953950135
2025-05-14 11:30:00,40.0,0.13378880390057912,1.0316426921769999,Spring,avg,7.419669767370973
2025-05-14 12:00:00,38.0,0.1271978885639693,1.0316426921769999,Spring,avg,7.063760339194042
2025-05-14 12:30:00,37.0,0.12663829047827227,1.0306110494848228,Spring,avg,7.033542042566403
2025-05-14 13:00:00,38.0,0.1272976119182437,1.030611049484823,Spring,avg,7.06914540032486
2025-05-14 13:30:00,36.0,0.1252693537256716,1.0306110494848228,Spring,avg,6.9596194579259665
