datetime,lca_mode,electrolyser_tech,scenario,wind_power_kw,grid_carbon_intensity_gco2_per_kwh,electricity_source,wind_fraction,grid_fraction,wind_used_kw,grid_topup_kw,surplus_wind_kw,wind_above_minimum,gwp100_kgco2e_per_kg_h2,electricity_exchanges_swapped,direct_electricity_kwh_per_kg_h2,wind_electricity_kwh_per_kg_h2,grid_electricity_kwh_per_kg_h2,temporary_grid_activity_code,error,minimum_required_wind_kw
2023-01-15 11:00:00,switching,SOEC operation,SOEC operation (switching),686.065,67.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 11:30:00,switching,AE operation,AE operation (switching),686.065,72.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 11:30:00,switching,PEM operation,PEM operation (switching),686.065,72.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 11:30:00,switching,SOEC operation,SOEC operation (switching),686.065,72.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 12:00:00,switching,AE operation,AE operation (switching),633.391,80.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 12:00:00,switching,PEM operation,PEM operation (switching),633.391,80.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 12:00:00,switching,SOEC operation,SOEC operation (switching),633.391,80.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 12:30:00,switching,AE operation,AE operation (switching),633.391,87.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 12:30:00,switching,PEM operation,PEM operation (switching),633.391,87.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 12:30:00,switching,SOEC operation,SOEC operation (switching),633.391,87.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 13:00:00,switching,AE operation,AE operation (switching),549.725,92.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 13:00:00,switching,PEM operation,PEM operation (switching),549.725,92.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 13:00:00,switching,SOEC operation,SOEC operation (switching),549.725,92.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 13:30:00,switching,AE operation,AE operation (switching),549.725,97.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 13:30:00,switching,PEM operation,PEM operation (switching),549.725,97.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 13:30:00,switching,SOEC operation,SOEC operation (switching),549.725,97.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 14:00:00,switching,AE operation,AE operation (switching),466.298,105.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 14:00:00,switching,PEM operation,PEM operation (switching),466.298,105.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 14:00:00,switching,SOEC operation,SOEC operation (switching),466.298,105.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 14:30:00,switching,AE operation,AE operation (switching),466.298,116.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 14:30:00,switching,PEM operation,PEM operation (switching),466.298,116.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 14:30:00,switching,SOEC operation,SOEC operation (switching),466.298,116.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 15:00:00,switching,AE operation,AE operation (switching),469.795,131.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 15:00:00,switching,PEM operation,PEM operation (switching),469.795,131.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 15:00:00,switching,SOEC operation,SOEC operation (switching),469.795,131.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 15:30:00,switching,AE operation,AE operation (switching),469.795,148.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 15:30:00,switching,PEM operation,PEM operation (switching),469.795,148.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 15:30:00,switching,SOEC operation,SOEC operation (switching),469.795,148.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 16:00:00,switching,AE operation,AE operation (switching),487.35,162.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 16:00:00,switching,PEM operation,PEM operation (switching),487.35,162.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 16:00:00,switching,SOEC operation,SOEC operation (switching),487.35,162.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 16:30:00,switching,AE operation,AE operation (switching),487.35,174.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 16:30:00,switching,PEM operation,PEM operation (switching),487.35,174.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 16:30:00,switching,SOEC operation,SOEC operation (switching),487.35,174.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 17:00:00,switching,AE operation,AE operation (switching),463.529,179.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 17:00:00,switching,PEM operation,PEM operation (switching),463.529,179.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 17:00:00,switching,SOEC operation,SOEC operation (switching),463.529,179.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 17:30:00,switching,AE operation,AE operation (switching),463.529,182.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 17:30:00,switching,PEM operation,PEM operation (switching),463.529,182.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 17:30:00,switching,SOEC operation,SOEC operation (switching),463.529,182.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 18:00:00,switching,AE operation,AE operation (switching),410.031,185.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 18:00:00,switching,PEM operation,PEM operation (switching),410.031,185.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 18:00:00,switching,SOEC operation,SOEC operation (switching),410.031,185.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 18:30:00,switching,AE operation,AE operation (switching),410.031,187.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 18:30:00,switching,PEM operation,PEM operation (switching),410.031,187.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 18:30:00,switching,SOEC operation,SOEC operation (switching),410.031,187.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 19:00:00,switching,AE operation,AE operation (switching),330.474,193.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 19:00:00,switching,PEM operation,PEM operation (switching),330.474,193.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 19:00:00,switching,SOEC operation,SOEC operation (switching),330.474,193.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 19:30:00,switching,AE operation,AE operation (switching),330.474,199.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 19:30:00,switching,PEM operation,PEM operation (switching),330.474,199.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 19:30:00,switching,SOEC operation,SOEC operation (switching),330.474,199.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 20:00:00,switching,AE operation,AE operation (switching),271.116,196.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 20:00:00,switching,PEM operation,PEM operation (switching),271.116,196.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 20:00:00,switching,SOEC operation,SOEC operation (switching),271.116,196.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 20:30:00,switching,AE operation,AE operation (switching),271.116,188.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 20:30:00,switching,PEM operation,PEM operation (switching),271.116,188.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 20:30:00,switching,SOEC operation,SOEC operation (switching),271.116,188.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 21:00:00,switching,AE operation,AE operation (switching),247.914,190.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 21:00:00,switching,PEM operation,PEM operation (switching),247.914,190.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 21:00:00,switching,SOEC operation,SOEC operation (switching),247.914,190.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
