datetime,lca_mode,electrolyser_tech,scenario,wind_power_kw,grid_carbon_intensity_gco2_per_kwh,electricity_source,wind_fraction,grid_fraction,wind_used_kw,grid_topup_kw,surplus_wind_kw,wind_above_minimum,gwp100_kgco2e_per_kg_h2,electricity_exchanges_swapped,direct_electricity_kwh_per_kg_h2,wind_electricity_kwh_per_kg_h2,grid_electricity_kwh_per_kg_h2,temporary_grid_activity_code,minimum_required_wind_kw
2023-02-07 00:00:00,switching,AE operation,AE operation (switching),9.347,225.0,grid,0.0,1.0,,,,False,16.671033363408064,1,,,,,100.0
2023-02-07 00:30:00,switching,AE operation,AE operation (switching),9.347,230.0,grid,0.0,1.0,,,,False,17.04332077957825,1,,,,,100.0
2023-02-07 01:00:00,switching,AE operation,AE operation (switching),11.367,229.0,grid,0.0,1.0,,,,False,16.784292956547677,1,,,,,100.0
2023-02-07 01:30:00,switching,AE operation,AE operation (switching),11.367,229.0,grid,0.0,1.0,,,,False,16.845776382740112,1,,,,,100.0
2023-02-07 02:00:00,switching,AE operation,AE operation (switching),13.95,228.0,grid,0.0,1.0,,,,False,17.1718227581062,1,,,,,100.0
2023-02-07 02:30:00,switching,AE operation,AE operation (switching),13.95,230.0,grid,0.0,1.0,,,,False,17.325125120940825,1,,,,,100.0
2023-02-07 03:00:00,switching,AE operation,AE operation (switching),15.302,230.0,grid,0.0,1.0,,,,False,17.37506937724118,1,,,,,100.0
2023-02-07 03:30:00,switching,AE operation,AE operation (switching),15.302,232.0,grid,0.0,1.0,,,,False,17.47382342719301,1,,,,,100.0
2023-02-07 04:00:00,switching,AE operation,AE operation (switching),15.917,240.0,grid,0.0,1.0,,,,False,18.425842369680083,1,,,,,100.0
2023-02-07 04:30:00,switching,AE operation,AE operation (switching),15.917,246.0,grid,0.0,1.0,,,,False,18.71589372220437,1,,,,,100.0
2023-02-07 05:00:00,switching,AE operation,AE operation (switching),16.888,255.0,grid,0.0,1.0,,,,False,19.928655117696415,1,,,,,100.0
2023-02-07 05:30:00,switching,AE operation,AE operation (switching),16.888,263.0,grid,0.0,1.0,,,,False,20.969297976716188,1,,,,,100.0
2023-02-07 06:00:00,switching,AE operation,AE operation (switching),19.144,269.0,grid,0.0,1.0,,,,False,20.962905785831218,1,,,,,100.0
2023-02-07 06:30:00,switching,AE operation,AE operation (switching),19.144,275.0,grid,0.0,1.0,,,,False,21.57208600912312,1,,,,,100.0
2023-02-07 07:00:00,switching,AE operation,AE operation (switching),18.982,276.0,grid,0.0,1.0,,,,False,21.91263154879722,1,,,,,100.0
2023-02-07 07:30:00,switching,AE operation,AE operation (switching),18.982,279.0,grid,0.0,1.0,,,,False,22.563539998890462,1,,,,,100.0
2023-02-07 08:00:00,switching,AE operation,AE operation (switching),12.925,272.0,grid,0.0,1.0,,,,False,21.707147664802033,1,,,,,100.0
