startTime,dataProvider,settlementDate,settlementPeriod,price,volume,requested_provider
2025-07-06T13:30:00Z,APXMIDP,2025-07-06,30,73.61,3901.7,APXMIDP
2025-07-06T13:00:00Z,APXMIDP,2025-07-06,29,82.17,3759.2,APXMIDP
2025-07-06T12:30:00Z,APXMIDP,2025-07-06,28,85.58,3454.4,APXMIDP
2025-07-06T12:00:00Z,APXMIDP,2025-07-06,27,87.57,3660.25,APXMIDP
2025-07-06T11:30:00Z,APXMIDP,2025-07-06,26,86.5,3518.55,APXMIDP
2025-07-06T11:00:00Z,APXMIDP,2025-07-06,25,88.47,3245.4,APXMIDP
2025-07-06T10:30:00Z,APXMIDP,2025-07-06,24,85.81,3587.8,APXMIDP
2025-07-06T10:00:00Z,APXMIDP,2025-07-06,23,85.01,3765.35,APXMIDP
2025-07-06T09:30:00Z,APXMIDP,2025-07-06,22,93.06,3797.8,APXMIDP
2025-07-06T09:00:00Z,APXMIDP,2025-07-06,21,91.45,3939.1,APXMIDP
2025-07-06T08:30:00Z,APXMIDP,2025-07-06,20,93.35,3633.5,APXMIDP
2025-07-06T08:00:00Z,APXMIDP,2025-07-06,19,93.12,3573.6,APXMIDP
2025-07-06T07:30:00Z,APXMIDP,2025-07-06,18,94.45,3866.6,APXMIDP
2025-07-06T07:00:00Z,APXMIDP,2025-07-06,17,95.51,3311.55,APXMIDP
2025-07-06T06:30:00Z,APXMIDP,2025-07-06,16,94.03,3280.6,APXMIDP
2025-07-06T06:00:00Z,APXMIDP,2025-07-06,15,91.42,3610.4,APXMIDP
2025-07-06T05:30:00Z,APXMIDP,2025-07-06,14,93.29,3705.6,APXMIDP
2025-07-06T05:00:00Z,APXMIDP,2025-07-06,13,89.3,3415.05,APXMIDP
2025-07-06T04:30:00Z,APXMIDP,2025-07-06,12,91.62,2669.8,APXMIDP
2025-07-06T04:00:00Z,APXMIDP,2025-07-06,11,94.48,2526.9,APXMIDP
2025-07-06T03:30:00Z,APXMIDP,2025-07-06,10,96.45,2551.15,APXMIDP
2025-07-06T03:00:00Z,APXMIDP,2025-07-06,9,96.24,2272.95,APXMIDP
2025-07-06T02:30:00Z,APXMIDP,2025-07-06,8,82.71,1647.05,APXMIDP
2025-07-06T02:00:00Z,APXMIDP,2025-07-06,7,77.63,1738.5,APXMIDP
2025-07-06T01:30:00Z,APXMIDP,2025-07-06,6,69.44,1848.15,APXMIDP
2025-07-06T01:00:00Z,APXMIDP,2025-07-06,5,75.16,1505.15,APXMIDP
2025-07-06T00:30:00Z,APXMIDP,2025-07-06,4,76.53,1773.85,APXMIDP
2025-07-06T00:00:00Z,APXMIDP,2025-07-06,3,83.17,1548.0,APXMIDP
2025-07-05T23:30:00Z,APXMIDP,2025-07-06,2,81.0,1735.3,APXMIDP
2025-07-05T23:00:00Z,APXMIDP,2025-07-06,1,81.19,1988.4,APXMIDP
2025-07-05T22:30:00Z,APXMIDP,2025-07-05,48,87.16,1507.15,APXMIDP
2025-07-05T22:00:00Z,APXMIDP,2025-07-05,47,87.59,1467.55,APXMIDP
2025-07-05T21:30:00Z,APXMIDP,2025-07-05,46,90.88,2683.6,APXMIDP
2025-07-05T21:00:00Z,APXMIDP,2025-07-05,45,92.4,2610.25,APXMIDP
2025-07-05T20:30:00Z,APXMIDP,2025-07-05,44,93.2,3005.7,APXMIDP
2025-07-05T20:00:00Z,APXMIDP,2025-07-05,43,92.25,3075.65,APXMIDP
2025-07-05T19:30:00Z,APXMIDP,2025-07-05,42,78.2,3060.0,APXMIDP
2025-07-05T19:00:00Z,APXMIDP,2025-07-05,41,66.92,2824.85,APXMIDP
2025-07-05T18:30:00Z,APXMIDP,2025-07-05,40,69.93,2885.7,APXMIDP
2025-07-05T18:00:00Z,APXMIDP,2025-07-05,39,64.0,3036.65,APXMIDP
2025-07-05T17:30:00Z,APXMIDP,2025-07-05,38,55.01,2683.6,APXMIDP
2025-07-05T17:00:00Z,APXMIDP,2025-07-05,37,28.22,2585.95,APXMIDP
2025-07-05T16:30:00Z,APXMIDP,2025-07-05,36,30.46,2353.45,APXMIDP
2025-07-05T16:00:00Z,APXMIDP,2025-07-05,35,3.8,2279.55,APXMIDP
2025-07-05T15:30:00Z,APXMIDP,2025-07-05,34,-5.56,2355.8,APXMIDP
2025-07-05T15:00:00Z,APXMIDP,2025-07-05,33,-17.46,2683.85,APXMIDP
2025-07-05T14:30:00Z,APXMIDP,2025-07-05,32,-9.19,2481.35,APXMIDP
2025-07-05T14:00:00Z,APXMIDP,2025-07-05,31,-4.9,2317.65,APXMIDP
2025-07-05T13:30:00Z,APXMIDP,2025-07-05,30,0.05,2958.55,APXMIDP
2025-07-05T13:00:00Z,APXMIDP,2025-07-05,29,5.71,2929.35,APXMIDP
2025-07-05T12:30:00Z,APXMIDP,2025-07-05,28,-0.28,2434.3,APXMIDP
2025-07-05T12:00:00Z,APXMIDP,2025-07-05,27,5.49,2666.3,APXMIDP
2025-07-05T11:30:00Z,APXMIDP,2025-07-05,26,-0.65,2319.35,APXMIDP
2025-07-05T11:00:00Z,APXMIDP,2025-07-05,25,-5.98,2183.7,APXMIDP
2025-07-05T10:30:00Z,APXMIDP,2025-07-05,24,2.71,2428.65,APXMIDP
2025-07-05T10:00:00Z,APXMIDP,2025-07-05,23,-6.0,1883.75,APXMIDP
2025-07-05T09:30:00Z,APXMIDP,2025-07-05,22,-11.11,1745.95,APXMIDP
2025-07-05T09:00:00Z,APXMIDP,2025-07-05,21,-11.61,1687.3,APXMIDP
2025-07-05T08:30:00Z,APXMIDP,2025-07-05,20,-11.24,1282.55,APXMIDP
2025-07-05T08:00:00Z,APXMIDP,2025-07-05,19,-10.41,1363.85,APXMIDP
2025-07-05T07:30:00Z,APXMIDP,2025-07-05,18,-8.89,1619.7,APXMIDP
2025-07-05T07:00:00Z,APXMIDP,2025-07-05,17,-10.01,1540.8,APXMIDP
2025-07-05T06:30:00Z,APXMIDP,2025-07-05,16,8.34,2310.8,APXMIDP
2025-07-05T06:00:00Z,APXMIDP,2025-07-05,15,0.14,1781.7,APXMIDP
2025-07-05T05:30:00Z,APXMIDP,2025-07-05,14,23.84,2385.9,APXMIDP
2025-07-05T05:00:00Z,APXMIDP,2025-07-05,13,16.26,2010.45,APXMIDP
2025-07-05T04:30:00Z,APXMIDP,2025-07-05,12,17.79,1636.2,APXMIDP
2025-07-05T04:00:00Z,APXMIDP,2025-07-05,11,16.54,1851.55,APXMIDP
2025-07-05T03:30:00Z,APXMIDP,2025-07-05,10,11.42,1773.25,APXMIDP
2025-07-05T03:00:00Z,APXMIDP,2025-07-05,9,13.31,1915.95,APXMIDP
2025-07-05T02:30:00Z,APXMIDP,2025-07-05,8,14.03,1725.6,APXMIDP
2025-07-05T02:00:00Z,APXMIDP,2025-07-05,7,13.4,2063.2,APXMIDP
2025-07-05T01:30:00Z,APXMIDP,2025-07-05,6,17.1,2217.85,APXMIDP
2025-07-05T01:00:00Z,APXMIDP,2025-07-05,5,21.37,2367.15,APXMIDP
2025-07-05T00:30:00Z,APXMIDP,2025-07-05,4,18.48,2015.05,APXMIDP
2025-07-05T00:00:00Z,APXMIDP,2025-07-05,3,17.08,2268.75,APXMIDP
2025-07-04T23:30:00Z,APXMIDP,2025-07-05,2,11.1,1762.4,APXMIDP
2025-07-04T23:00:00Z,APXMIDP,2025-07-05,1,13.79,1869.25,APXMIDP
2025-07-04T22:30:00Z,APXMIDP,2025-07-04,48,11.13,2101.6,APXMIDP
2025-07-04T22:00:00Z,APXMIDP,2025-07-04,47,11.91,2520.65,APXMIDP
2025-07-04T21:30:00Z,APXMIDP,2025-07-04,46,55.49,2717.7,APXMIDP
2025-07-04T21:00:00Z,APXMIDP,2025-07-04,45,63.97,3099.0,APXMIDP
2025-07-04T20:30:00Z,APXMIDP,2025-07-04,44,64.59,2875.1,APXMIDP
2025-07-04T20:00:00Z,APXMIDP,2025-07-04,43,71.6,2536.7,APXMIDP
2025-07-04T19:30:00Z,APXMIDP,2025-07-04,42,79.17,2819.65,APXMIDP
2025-07-04T19:00:00Z,APXMIDP,2025-07-04,41,84.67,3011.9,APXMIDP
2025-07-04T18:30:00Z,APXMIDP,2025-07-04,40,95.05,3414.7,APXMIDP
2025-07-04T18:00:00Z,APXMIDP,2025-07-04,39,93.35,3003.35,APXMIDP
2025-07-04T17:30:00Z,APXMIDP,2025-07-04,38,77.49,3154.35,APXMIDP
2025-07-04T17:00:00Z,APXMIDP,2025-07-04,37,73.64,3164.85,APXMIDP
2025-07-04T16:30:00Z,APXMIDP,2025-07-04,36,60.12,3456.55,APXMIDP
2025-07-04T16:00:00Z,APXMIDP,2025-07-04,35,54.69,3603.2,APXMIDP
2025-07-04T15:30:00Z,APXMIDP,2025-07-04,34,34.16,4303.2,APXMIDP
2025-07-04T15:00:00Z,APXMIDP,2025-07-04,33,16.91,4381.15,APXMIDP
2025-07-04T14:30:00Z,APXMIDP,2025-07-04,32,-21.32,3330.4,APXMIDP
2025-07-04T14:00:00Z,APXMIDP,2025-07-04,31,-26.17,3300.4,APXMIDP
2025-07-04T13:30:00Z,APXMIDP,2025-07-04,30,-21.77,2946.1,APXMIDP
2025-07-04T13:00:00Z,APXMIDP,2025-07-04,29,-19.13,3309.4,APXMIDP
2025-07-04T12:30:00Z,APXMIDP,2025-07-04,28,-18.26,2959.45,APXMIDP
2025-07-04T12:00:00Z,APXMIDP,2025-07-04,27,-13.84,2605.3,APXMIDP
2025-07-04T11:30:00Z,APXMIDP,2025-07-04,26,-12.24,2938.5,APXMIDP
2025-07-04T11:00:00Z,APXMIDP,2025-07-04,25,-5.17,3210.95,APXMIDP
2025-07-04T10:30:00Z,APXMIDP,2025-07-04,24,-8.89,3318.35,APXMIDP
2025-07-04T10:00:00Z,APXMIDP,2025-07-04,23,-0.07,2985.0,APXMIDP
2025-07-04T09:30:00Z,APXMIDP,2025-07-04,22,13.22,3047.75,APXMIDP
2025-07-04T09:00:00Z,APXMIDP,2025-07-04,21,26.18,3016.25,APXMIDP
2025-07-04T08:30:00Z,APXMIDP,2025-07-04,20,23.39,2232.15,APXMIDP
2025-07-04T08:00:00Z,APXMIDP,2025-07-04,19,33.81,2101.25,APXMIDP
2025-07-04T07:30:00Z,APXMIDP,2025-07-04,18,60.69,2345.2,APXMIDP
2025-07-04T07:00:00Z,APXMIDP,2025-07-04,17,67.76,2554.95,APXMIDP
2025-07-04T06:30:00Z,APXMIDP,2025-07-04,16,83.56,2631.0,APXMIDP
2025-07-04T06:00:00Z,APXMIDP,2025-07-04,15,84.24,2486.0,APXMIDP
2025-07-04T05:30:00Z,APXMIDP,2025-07-04,14,86.93,2338.75,APXMIDP
2025-07-04T05:00:00Z,APXMIDP,2025-07-04,13,81.67,1920.45,APXMIDP
2025-07-04T04:30:00Z,APXMIDP,2025-07-04,12,73.98,1348.0,APXMIDP
2025-07-04T04:00:00Z,APXMIDP,2025-07-04,11,71.36,1342.45,APXMIDP
2025-07-04T03:30:00Z,APXMIDP,2025-07-04,10,68.79,1561.4,APXMIDP
2025-07-04T03:00:00Z,APXMIDP,2025-07-04,9,71.88,1561.35,APXMIDP
2025-07-04T02:30:00Z,APXMIDP,2025-07-04,8,69.23,1739.15,APXMIDP
2025-07-04T02:00:00Z,APXMIDP,2025-07-04,7,72.37,1682.45,APXMIDP
2025-07-04T01:30:00Z,APXMIDP,2025-07-04,6,76.54,1784.05,APXMIDP
2025-07-04T01:00:00Z,APXMIDP,2025-07-04,5,77.97,1772.05,APXMIDP
2025-07-04T00:30:00Z,APXMIDP,2025-07-04,4,80.42,1890.85,APXMIDP
2025-07-04T00:00:00Z,APXMIDP,2025-07-04,3,80.3,1846.05,APXMIDP
2025-07-03T23:30:00Z,APXMIDP,2025-07-04,2,80.01,2330.4,APXMIDP
2025-07-03T23:00:00Z,APXMIDP,2025-07-04,1,77.39,2337.5,APXMIDP
2025-07-03T22:30:00Z,APXMIDP,2025-07-03,48,80.18,2111.3,APXMIDP
2025-07-03T22:00:00Z,APXMIDP,2025-07-03,47,60.64,2468.3,APXMIDP
2025-07-03T21:30:00Z,APXMIDP,2025-07-03,46,77.77,3127.55,APXMIDP
2025-07-03T21:00:00Z,APXMIDP,2025-07-03,45,87.95,3172.65,APXMIDP
2025-07-03T20:30:00Z,APXMIDP,2025-07-03,44,91.2,3428.0,APXMIDP
2025-07-03T20:00:00Z,APXMIDP,2025-07-03,43,89.46,3478.35,APXMIDP
2025-07-03T19:30:00Z,APXMIDP,2025-07-03,42,87.05,3430.7,APXMIDP
2025-07-03T19:00:00Z,APXMIDP,2025-07-03,41,87.5,3529.55,APXMIDP
2025-07-03T18:30:00Z,APXMIDP,2025-07-03,40,82.27,4075.4,APXMIDP
2025-07-03T18:00:00Z,APXMIDP,2025-07-03,39,75.81,3597.1,APXMIDP
2025-07-03T17:30:00Z,APXMIDP,2025-07-03,38,71.52,3568.9,APXMIDP
2025-07-03T17:00:00Z,APXMIDP,2025-07-03,37,74.53,3416.8,APXMIDP
2025-07-03T16:30:00Z,APXMIDP,2025-07-03,36,60.08,3357.95,APXMIDP
2025-07-03T16:00:00Z,APXMIDP,2025-07-03,35,71.4,2844.25,APXMIDP
2025-07-03T15:30:00Z,APXMIDP,2025-07-03,34,69.47,2891.5,APXMIDP
2025-07-03T15:00:00Z,APXMIDP,2025-07-03,33,71.92,2684.05,APXMIDP
2025-07-03T14:30:00Z,APXMIDP,2025-07-03,32,71.49,3222.65,APXMIDP
2025-07-03T14:00:00Z,APXMIDP,2025-07-03,31,68.12,2875.4,APXMIDP
2025-07-03T13:30:00Z,APXMIDP,2025-07-03,30,61.92,4986.85,APXMIDP
2025-07-03T13:00:00Z,APXMIDP,2025-07-03,29,62.46,4403.45,APXMIDP
2025-07-03T12:30:00Z,APXMIDP,2025-07-03,28,67.37,4033.8,APXMIDP
2025-07-03T12:00:00Z,APXMIDP,2025-07-03,27,68.99,4508.0,APXMIDP
2025-07-03T11:30:00Z,APXMIDP,2025-07-03,26,58.66,4200.4,APXMIDP
2025-07-03T11:00:00Z,APXMIDP,2025-07-03,25,65.45,4250.7,APXMIDP
2025-07-03T10:30:00Z,APXMIDP,2025-07-03,24,68.18,3830.9,APXMIDP
2025-07-03T10:00:00Z,APXMIDP,2025-07-03,23,66.96,3858.8,APXMIDP
2025-07-03T09:30:00Z,APXMIDP,2025-07-03,22,80.12,3733.7,APXMIDP
2025-07-03T09:00:00Z,APXMIDP,2025-07-03,21,83.13,3055.2,APXMIDP
2025-07-03T08:30:00Z,APXMIDP,2025-07-03,20,81.49,2776.85,APXMIDP
2025-07-03T08:00:00Z,APXMIDP,2025-07-03,19,80.51,2716.2,APXMIDP
2025-07-03T07:30:00Z,APXMIDP,2025-07-03,18,90.36,2814.05,APXMIDP
2025-07-03T07:00:00Z,APXMIDP,2025-07-03,17,95.49,2677.7,APXMIDP
2025-07-03T06:30:00Z,APXMIDP,2025-07-03,16,110.62,3307.05,APXMIDP
2025-07-03T06:00:00Z,APXMIDP,2025-07-03,15,109.88,2892.9,APXMIDP
2025-07-03T05:30:00Z,APXMIDP,2025-07-03,14,108.16,2480.15,APXMIDP
2025-07-03T05:00:00Z,APXMIDP,2025-07-03,13,96.61,2565.45,APXMIDP
2025-07-03T04:30:00Z,APXMIDP,2025-07-03,12,107.79,2259.5,APXMIDP
2025-07-03T04:00:00Z,APXMIDP,2025-07-03,11,103.93,2411.75,APXMIDP
2025-07-03T03:30:00Z,APXMIDP,2025-07-03,10,90.05,2268.6,APXMIDP
2025-07-03T03:00:00Z,APXMIDP,2025-07-03,9,90.82,2206.4,APXMIDP
2025-07-03T02:30:00Z,APXMIDP,2025-07-03,8,92.44,2234.3,APXMIDP
2025-07-03T02:00:00Z,APXMIDP,2025-07-03,7,92.41,2221.05,APXMIDP
2025-07-03T01:30:00Z,APXMIDP,2025-07-03,6,83.33,2365.75,APXMIDP
2025-07-03T01:00:00Z,APXMIDP,2025-07-03,5,82.06,2125.0,APXMIDP
2025-07-03T00:30:00Z,APXMIDP,2025-07-03,4,87.54,2148.65,APXMIDP
2025-07-03T00:00:00Z,APXMIDP,2025-07-03,3,91.18,2025.0,APXMIDP
2025-07-02T23:30:00Z,APXMIDP,2025-07-03,2,95.93,2635.3,APXMIDP
2025-07-02T23:00:00Z,APXMIDP,2025-07-03,1,91.74,2362.0,APXMIDP
2025-07-02T22:30:00Z,APXMIDP,2025-07-02,48,93.56,3685.05,APXMIDP
2025-07-02T22:00:00Z,APXMIDP,2025-07-02,47,89.87,2760.15,APXMIDP
2025-07-02T21:30:00Z,APXMIDP,2025-07-02,46,75.21,5343.35,APXMIDP
2025-07-02T21:00:00Z,APXMIDP,2025-07-02,45,75.2,5319.5,APXMIDP
2025-07-02T20:30:00Z,APXMIDP,2025-07-02,44,76.8,5167.95,APXMIDP
2025-07-02T20:00:00Z,APXMIDP,2025-07-02,43,75.71,5417.7,APXMIDP
2025-07-02T19:30:00Z,APXMIDP,2025-07-02,42,78.83,4894.65,APXMIDP
2025-07-02T19:00:00Z,APXMIDP,2025-07-02,41,80.68,4801.85,APXMIDP
2025-07-02T18:30:00Z,APXMIDP,2025-07-02,40,81.87,4998.25,APXMIDP
2025-07-02T18:00:00Z,APXMIDP,2025-07-02,39,86.96,5656.55,APXMIDP
2025-07-02T17:30:00Z,APXMIDP,2025-07-02,38,81.11,5553.75,APXMIDP
2025-07-02T17:00:00Z,APXMIDP,2025-07-02,37,75.91,4659.4,APXMIDP
2025-07-02T16:30:00Z,APXMIDP,2025-07-02,36,76.77,4206.05,APXMIDP
2025-07-02T16:00:00Z,APXMIDP,2025-07-02,35,73.89,4780.4,APXMIDP
2025-07-02T15:30:00Z,APXMIDP,2025-07-02,34,66.86,4352.35,APXMIDP
2025-07-02T15:00:00Z,APXMIDP,2025-07-02,33,67.62,4333.65,APXMIDP
2025-07-02T14:30:00Z,APXMIDP,2025-07-02,32,72.95,5074.5,APXMIDP
2025-07-02T14:00:00Z,APXMIDP,2025-07-02,31,71.42,5084.45,APXMIDP
2025-07-02T13:30:00Z,APXMIDP,2025-07-02,30,63.8,4443.85,APXMIDP
2025-07-02T13:00:00Z,APXMIDP,2025-07-02,29,67.84,4489.35,APXMIDP
2025-07-16T13:30:00Z,APXMIDP,2025-07-16,30,83.71,3181.85,APXMIDP
2025-07-16T13:00:00Z,APXMIDP,2025-07-16,29,77.8,3017.35,APXMIDP
2025-07-16T12:30:00Z,APXMIDP,2025-07-16,28,75.26,2420.2,APXMIDP
2025-07-16T12:00:00Z,APXMIDP,2025-07-16,27,75.51,2498.7,APXMIDP
2025-07-16T11:30:00Z,APXMIDP,2025-07-16,26,76.54,2388.05,APXMIDP
2025-07-16T11:00:00Z,APXMIDP,2025-07-16,25,74.64,2512.7,APXMIDP
2025-07-16T10:30:00Z,APXMIDP,2025-07-16,24,73.46,1820.35,APXMIDP
2025-07-16T10:00:00Z,APXMIDP,2025-07-16,23,74.77,1725.5,APXMIDP
2025-07-16T09:30:00Z,APXMIDP,2025-07-16,22,90.46,1367.45,APXMIDP
2025-07-16T09:00:00Z,APXMIDP,2025-07-16,21,90.97,1543.95,APXMIDP
2025-07-16T08:30:00Z,APXMIDP,2025-07-16,20,91.18,2299.7,APXMIDP
2025-07-16T08:00:00Z,APXMIDP,2025-07-16,19,96.95,2468.05,APXMIDP
2025-07-16T07:30:00Z,APXMIDP,2025-07-16,18,94.36,2960.05,APXMIDP
2025-07-16T07:00:00Z,APXMIDP,2025-07-16,17,90.26,2864.05,APXMIDP
2025-07-16T06:30:00Z,APXMIDP,2025-07-16,16,100.31,2260.75,APXMIDP
2025-07-16T06:00:00Z,APXMIDP,2025-07-16,15,93.23,2184.85,APXMIDP
2025-07-16T05:30:00Z,APXMIDP,2025-07-16,14,89.09,1997.5,APXMIDP
2025-07-16T05:00:00Z,APXMIDP,2025-07-16,13,84.45,1764.1,APXMIDP
2025-07-16T04:30:00Z,APXMIDP,2025-07-16,12,88.09,2238.8,APXMIDP
2025-07-16T04:00:00Z,APXMIDP,2025-07-16,11,80.11,2108.85,APXMIDP
2025-07-16T03:30:00Z,APXMIDP,2025-07-16,10,69.27,2117.5,APXMIDP
2025-07-16T03:00:00Z,APXMIDP,2025-07-16,9,69.37,2205.8,APXMIDP
2025-07-16T02:30:00Z,APXMIDP,2025-07-16,8,68.45,1874.95,APXMIDP
2025-07-16T02:00:00Z,APXMIDP,2025-07-16,7,68.82,2126.25,APXMIDP
2025-07-16T01:30:00Z,APXMIDP,2025-07-16,6,67.93,2375.1,APXMIDP
2025-07-16T01:00:00Z,APXMIDP,2025-07-16,5,67.43,2748.05,APXMIDP
2025-07-16T00:30:00Z,APXMIDP,2025-07-16,4,70.91,2401.3,APXMIDP
2025-07-16T00:00:00Z,APXMIDP,2025-07-16,3,71.0,2634.8,APXMIDP
2025-07-15T23:30:00Z,APXMIDP,2025-07-16,2,75.36,2569.2,APXMIDP
2025-07-15T23:00:00Z,APXMIDP,2025-07-16,1,80.17,2598.3,APXMIDP
2025-07-15T22:30:00Z,APXMIDP,2025-07-15,48,88.43,2318.0,APXMIDP
2025-07-15T22:00:00Z,APXMIDP,2025-07-15,47,85.53,2207.3,APXMIDP
2025-07-15T21:30:00Z,APXMIDP,2025-07-15,46,82.52,3592.75,APXMIDP
2025-07-15T21:00:00Z,APXMIDP,2025-07-15,45,84.89,3416.05,APXMIDP
2025-07-15T20:30:00Z,APXMIDP,2025-07-15,44,90.76,3601.85,APXMIDP
2025-07-15T20:00:00Z,APXMIDP,2025-07-15,43,96.22,3310.65,APXMIDP
2025-07-15T19:30:00Z,APXMIDP,2025-07-15,42,94.74,3728.9,APXMIDP
2025-07-15T19:00:00Z,APXMIDP,2025-07-15,41,95.65,4023.35,APXMIDP
2025-07-15T18:30:00Z,APXMIDP,2025-07-15,40,86.31,3431.25,APXMIDP
2025-07-15T18:00:00Z,APXMIDP,2025-07-15,39,91.79,3342.5,APXMIDP
2025-07-15T17:30:00Z,APXMIDP,2025-07-15,38,81.58,4214.55,APXMIDP
2025-07-15T17:00:00Z,APXMIDP,2025-07-15,37,85.77,4705.95,APXMIDP
2025-07-15T16:30:00Z,APXMIDP,2025-07-15,36,85.09,4783.5,APXMIDP
2025-07-15T16:00:00Z,APXMIDP,2025-07-15,35,85.19,4858.4,APXMIDP
2025-07-15T15:30:00Z,APXMIDP,2025-07-15,34,68.66,5246.6,APXMIDP
2025-07-15T15:00:00Z,APXMIDP,2025-07-15,33,58.9,4635.3,APXMIDP
2025-07-15T14:30:00Z,APXMIDP,2025-07-15,32,42.57,4497.75,APXMIDP
2025-07-15T14:00:00Z,APXMIDP,2025-07-15,31,36.56,3913.55,APXMIDP
2025-07-15T13:30:00Z,APXMIDP,2025-07-15,30,39.61,4277.0,APXMIDP
2025-07-15T13:00:00Z,APXMIDP,2025-07-15,29,48.18,3540.15,APXMIDP
2025-07-15T12:30:00Z,APXMIDP,2025-07-15,28,46.14,3530.35,APXMIDP
2025-07-15T12:00:00Z,APXMIDP,2025-07-15,27,53.58,3028.4,APXMIDP
2025-07-15T11:30:00Z,APXMIDP,2025-07-15,26,72.0,2866.85,APXMIDP
2025-07-15T11:00:00Z,APXMIDP,2025-07-15,25,78.54,2522.1,APXMIDP
2025-07-15T10:30:00Z,APXMIDP,2025-07-15,24,77.31,2733.15,APXMIDP
2025-07-15T10:00:00Z,APXMIDP,2025-07-15,23,78.83,2780.45,APXMIDP
2025-07-15T09:30:00Z,APXMIDP,2025-07-15,22,79.2,2618.6,APXMIDP
2025-07-15T09:00:00Z,APXMIDP,2025-07-15,21,75.42,2300.25,APXMIDP
2025-07-15T08:30:00Z,APXMIDP,2025-07-15,20,84.1,2176.65,APXMIDP
2025-07-15T08:00:00Z,APXMIDP,2025-07-15,19,87.63,2266.1,APXMIDP
2025-07-15T07:30:00Z,APXMIDP,2025-07-15,18,90.59,2899.3,APXMIDP
2025-07-15T07:00:00Z,APXMIDP,2025-07-15,17,92.27,2533.65,APXMIDP
2025-07-15T06:30:00Z,APXMIDP,2025-07-15,16,97.87,2060.45,APXMIDP
2025-07-15T06:00:00Z,APXMIDP,2025-07-15,15,91.06,1833.65,APXMIDP
2025-07-15T05:30:00Z,APXMIDP,2025-07-15,14,104.82,1715.85,APXMIDP
2025-07-15T05:00:00Z,APXMIDP,2025-07-15,13,99.04,1488.05,APXMIDP
2025-07-15T04:30:00Z,APXMIDP,2025-07-15,12,98.03,1507.8,APXMIDP
2025-07-15T04:00:00Z,APXMIDP,2025-07-15,11,93.06,1398.95,APXMIDP
2025-07-15T03:30:00Z,APXMIDP,2025-07-15,10,94.1,2010.95,APXMIDP
2025-07-15T03:00:00Z,APXMIDP,2025-07-15,9,95.18,2160.45,APXMIDP
2025-07-15T02:30:00Z,APXMIDP,2025-07-15,8,84.5,2465.45,APXMIDP
2025-07-15T02:00:00Z,APXMIDP,2025-07-15,7,91.98,2450.9,APXMIDP
2025-07-15T01:30:00Z,APXMIDP,2025-07-15,6,93.04,2441.25,APXMIDP
2025-07-15T01:00:00Z,APXMIDP,2025-07-15,5,94.0,2218.05,APXMIDP
2025-07-15T00:30:00Z,APXMIDP,2025-07-15,4,93.21,1536.25,APXMIDP
2025-07-15T00:00:00Z,APXMIDP,2025-07-15,3,89.04,1614.95,APXMIDP
2025-07-14T23:30:00Z,APXMIDP,2025-07-15,2,86.46,2097.5,APXMIDP
2025-07-14T23:00:00Z,APXMIDP,2025-07-15,1,90.92,2033.8,APXMIDP
2025-07-14T22:30:00Z,APXMIDP,2025-07-14,48,86.95,1850.7,APXMIDP
2025-07-14T22:00:00Z,APXMIDP,2025-07-14,47,89.49,1689.55,APXMIDP
2025-07-14T21:30:00Z,APXMIDP,2025-07-14,46,85.07,3148.6,APXMIDP
2025-07-14T21:00:00Z,APXMIDP,2025-07-14,45,87.46,3241.45,APXMIDP
2025-07-14T20:30:00Z,APXMIDP,2025-07-14,44,89.77,3169.1,APXMIDP
2025-07-14T20:00:00Z,APXMIDP,2025-07-14,43,87.44,3208.55,APXMIDP
2025-07-14T19:30:00Z,APXMIDP,2025-07-14,42,75.16,2566.0,APXMIDP
2025-07-14T19:00:00Z,APXMIDP,2025-07-14,41,78.04,2773.5,APXMIDP
2025-07-14T18:30:00Z,APXMIDP,2025-07-14,40,73.7,3337.85,APXMIDP
2025-07-14T18:00:00Z,APXMIDP,2025-07-14,39,62.46,3087.8,APXMIDP
2025-07-14T17:30:00Z,APXMIDP,2025-07-14,38,61.78,3842.1,APXMIDP
2025-07-14T17:00:00Z,APXMIDP,2025-07-14,37,67.67,3788.05,APXMIDP
2025-07-14T16:30:00Z,APXMIDP,2025-07-14,36,62.38,3184.85,APXMIDP
2025-07-14T16:00:00Z,APXMIDP,2025-07-14,35,62.44,3183.4,APXMIDP
2025-07-14T15:30:00Z,APXMIDP,2025-07-14,34,60.03,3329.5,APXMIDP
2025-07-14T15:00:00Z,APXMIDP,2025-07-14,33,48.38,3283.7,APXMIDP
2025-07-14T14:30:00Z,APXMIDP,2025-07-14,32,53.61,2980.5,APXMIDP
2025-07-14T14:00:00Z,APXMIDP,2025-07-14,31,59.06,2721.1,APXMIDP
2025-07-14T13:30:00Z,APXMIDP,2025-07-14,30,61.25,3144.35,APXMIDP
2025-07-14T13:00:00Z,APXMIDP,2025-07-14,29,68.3,3137.25,APXMIDP
2025-07-14T12:30:00Z,APXMIDP,2025-07-14,28,62.9,3770.55,APXMIDP
2025-07-14T12:00:00Z,APXMIDP,2025-07-14,27,67.02,3506.95,APXMIDP
2025-07-14T11:30:00Z,APXMIDP,2025-07-14,26,71.29,4299.6,APXMIDP
2025-07-14T11:00:00Z,APXMIDP,2025-07-14,25,73.6,3571.15,APXMIDP
