startTime,dataProvider,settlementDate,settlementPeriod,price,volume,requested_provider
2025-01-08T00:00:00Z,APXMIDP,2025-01-08,1,55.06,2356.7,APXMIDP
2025-01-07T23:30:00Z,APXMIDP,2025-01-07,48,54.96,2250.5,APXMIDP
2025-01-07T23:00:00Z,APXMIDP,2025-01-07,47,65.25,2171.75,APXMIDP
2025-01-07T22:30:00Z,APXMIDP,2025-01-07,46,79.51,3264.45,APXMIDP
2025-01-07T22:00:00Z,APXMIDP,2025-01-07,45,83.39,3257.2,APXMIDP
2025-01-07T21:30:00Z,APXMIDP,2025-01-07,44,84.34,2931.65,APXMIDP
2025-01-07T21:00:00Z,APXMIDP,2025-01-07,43,86.57,2302.95,APXMIDP
2025-01-07T20:30:00Z,APXMIDP,2025-01-07,42,83.81,2354.85,APXMIDP
2025-01-07T20:00:00Z,APXMIDP,2025-01-07,41,83.45,2295.05,APXMIDP
2025-01-07T19:30:00Z,APXMIDP,2025-01-07,40,101.89,2232.7,APXMIDP
2025-01-07T19:00:00Z,APXMIDP,2025-01-07,39,110.9,2660.5,APXMIDP
2025-01-07T18:30:00Z,APXMIDP,2025-01-07,38,107.84,2556.9,APXMIDP
2025-01-07T18:00:00Z,APXMIDP,2025-01-07,37,112.68,3161.3,APXMIDP
2025-01-07T17:30:00Z,APXMIDP,2025-01-07,36,114.56,2873.35,APXMIDP
2025-01-07T17:00:00Z,APXMIDP,2025-01-07,35,114.55,3310.55,APXMIDP
2025-01-07T16:30:00Z,APXMIDP,2025-01-07,34,119.14,3434.9,APXMIDP
2025-01-07T16:00:00Z,APXMIDP,2025-01-07,33,108.79,3266.55,APXMIDP
2025-01-07T15:30:00Z,APXMIDP,2025-01-07,32,104.25,3210.95,APXMIDP
2025-01-07T15:00:00Z,APXMIDP,2025-01-07,31,102.0,2501.15,APXMIDP
2025-01-07T14:30:00Z,APXMIDP,2025-01-07,30,101.15,3056.8,APXMIDP
2025-01-07T14:00:00Z,APXMIDP,2025-01-07,29,103.18,2952.9,APXMIDP
2025-01-07T13:30:00Z,APXMIDP,2025-01-07,28,103.79,3189.85,APXMIDP
2025-01-07T13:00:00Z,APXMIDP,2025-01-07,27,104.5,3115.45,APXMIDP
2025-01-07T12:30:00Z,APXMIDP,2025-01-07,26,112.57,2720.3,APXMIDP
2025-01-07T12:00:00Z,APXMIDP,2025-01-07,25,113.59,2952.55,APXMIDP
2025-01-07T11:30:00Z,APXMIDP,2025-01-07,24,115.51,2900.25,APXMIDP
2025-01-07T11:00:00Z,APXMIDP,2025-01-07,23,117.14,2833.0,APXMIDP
2025-01-07T10:30:00Z,APXMIDP,2025-01-07,22,123.76,2823.4,APXMIDP
2025-01-07T10:00:00Z,APXMIDP,2025-01-07,21,126.04,2710.35,APXMIDP
2025-01-07T09:30:00Z,APXMIDP,2025-01-07,20,126.57,2720.65,APXMIDP
2025-01-07T09:00:00Z,APXMIDP,2025-01-07,19,126.55,2854.1,APXMIDP
2025-01-07T08:30:00Z,APXMIDP,2025-01-07,18,124.98,2465.0,APXMIDP
2025-01-07T08:00:00Z,APXMIDP,2025-01-07,17,124.36,2096.45,APXMIDP
2025-01-07T07:30:00Z,APXMIDP,2025-01-07,16,119.37,2889.1,APXMIDP
2025-01-07T07:00:00Z,APXMIDP,2025-01-07,15,111.87,2678.95,APXMIDP
2025-01-07T06:30:00Z,APXMIDP,2025-01-07,14,97.54,4183.35,APXMIDP
2025-01-07T06:00:00Z,APXMIDP,2025-01-07,13,97.7,3608.25,APXMIDP
2025-01-07T05:30:00Z,APXMIDP,2025-01-07,12,88.1,3712.45,APXMIDP
2025-01-07T05:00:00Z,APXMIDP,2025-01-07,11,89.85,3366.0,APXMIDP
2025-01-07T04:30:00Z,APXMIDP,2025-01-07,10,96.02,3710.55,APXMIDP
2025-01-07T04:00:00Z,APXMIDP,2025-01-07,9,96.31,3849.0,APXMIDP
2025-01-07T03:30:00Z,APXMIDP,2025-01-07,8,102.22,3121.4,APXMIDP
2025-01-07T03:00:00Z,APXMIDP,2025-01-07,7,106.27,3030.3,APXMIDP
2025-01-07T02:30:00Z,APXMIDP,2025-01-07,6,109.01,2738.45,APXMIDP
2025-01-07T02:00:00Z,APXMIDP,2025-01-07,5,108.42,2371.45,APXMIDP
2025-01-07T01:30:00Z,APXMIDP,2025-01-07,4,107.21,2548.2,APXMIDP
2025-01-07T01:00:00Z,APXMIDP,2025-01-07,3,106.03,2340.9,APXMIDP
2025-01-07T00:30:00Z,APXMIDP,2025-01-07,2,104.05,2605.05,APXMIDP
2025-01-07T00:00:00Z,APXMIDP,2025-01-07,1,100.59,2577.55,APXMIDP
2025-01-06T23:30:00Z,APXMIDP,2025-01-06,48,101.82,2294.95,APXMIDP
2025-01-06T23:00:00Z,APXMIDP,2025-01-06,47,100.91,2368.0,APXMIDP
2025-01-06T22:30:00Z,APXMIDP,2025-01-06,46,100.4,2338.1,APXMIDP
2025-01-06T22:00:00Z,APXMIDP,2025-01-06,45,99.03,2686.0,APXMIDP
2025-01-06T21:30:00Z,APXMIDP,2025-01-06,44,98.4,2797.25,APXMIDP
2025-01-06T21:00:00Z,APXMIDP,2025-01-06,43,101.03,2797.5,APXMIDP
2025-01-06T20:30:00Z,APXMIDP,2025-01-06,42,100.05,3230.65,APXMIDP
2025-01-06T20:00:00Z,APXMIDP,2025-01-06,41,97.23,3195.35,APXMIDP
2025-01-06T19:30:00Z,APXMIDP,2025-01-06,40,95.38,2338.4,APXMIDP
2025-01-06T19:00:00Z,APXMIDP,2025-01-06,39,110.44,2892.75,APXMIDP
2025-01-06T18:30:00Z,APXMIDP,2025-01-06,38,112.01,3405.55,APXMIDP
2025-01-06T18:00:00Z,APXMIDP,2025-01-06,37,111.7,2869.25,APXMIDP
2025-01-06T17:30:00Z,APXMIDP,2025-01-06,36,109.44,2841.75,APXMIDP
2025-01-06T17:00:00Z,APXMIDP,2025-01-06,35,107.28,3315.6,APXMIDP
2025-01-06T16:30:00Z,APXMIDP,2025-01-06,34,112.4,2946.35,APXMIDP
2025-01-06T16:00:00Z,APXMIDP,2025-01-06,33,106.75,2508.4,APXMIDP
2025-01-06T15:30:00Z,APXMIDP,2025-01-06,32,106.42,2312.15,APXMIDP
2025-01-06T15:00:00Z,APXMIDP,2025-01-06,31,105.46,2594.05,APXMIDP
2025-01-06T14:30:00Z,APXMIDP,2025-01-06,30,106.74,2696.95,APXMIDP
2025-01-06T14:00:00Z,APXMIDP,2025-01-06,29,110.4,2343.1,APXMIDP
2025-01-06T13:30:00Z,APXMIDP,2025-01-06,28,110.0,2205.7,APXMIDP
2025-01-06T13:00:00Z,APXMIDP,2025-01-06,27,110.52,2190.25,APXMIDP
2025-01-06T12:30:00Z,APXMIDP,2025-01-06,26,109.72,2102.45,APXMIDP
2025-01-06T12:00:00Z,APXMIDP,2025-01-06,25,111.42,1943.4,APXMIDP
2025-01-06T11:30:00Z,APXMIDP,2025-01-06,24,107.03,2265.05,APXMIDP
2025-01-06T11:00:00Z,APXMIDP,2025-01-06,23,106.04,2381.4,APXMIDP
2025-01-06T10:30:00Z,APXMIDP,2025-01-06,22,111.93,2421.0,APXMIDP
2025-01-06T10:00:00Z,APXMIDP,2025-01-06,21,118.48,1951.9,APXMIDP
2025-01-06T09:30:00Z,APXMIDP,2025-01-06,20,118.75,1722.05,APXMIDP
2025-01-06T09:00:00Z,APXMIDP,2025-01-06,19,117.82,1539.4,APXMIDP
2025-01-06T08:30:00Z,APXMIDP,2025-01-06,18,108.23,2162.45,APXMIDP
2025-01-06T08:00:00Z,APXMIDP,2025-01-06,17,107.03,1777.5,APXMIDP
2025-01-06T07:30:00Z,APXMIDP,2025-01-06,16,100.28,2217.0,APXMIDP
2025-01-06T07:00:00Z,APXMIDP,2025-01-06,15,107.08,1898.45,APXMIDP
2025-01-06T06:30:00Z,APXMIDP,2025-01-06,14,93.36,2538.2,APXMIDP
2025-01-06T06:00:00Z,APXMIDP,2025-01-06,13,82.55,2634.6,APXMIDP
2025-01-06T05:30:00Z,APXMIDP,2025-01-06,12,56.17,2846.1,APXMIDP
2025-01-06T05:00:00Z,APXMIDP,2025-01-06,11,43.08,2074.95,APXMIDP
2025-01-06T04:30:00Z,APXMIDP,2025-01-06,10,44.45,2814.15,APXMIDP
2025-01-06T04:00:00Z,APXMIDP,2025-01-06,9,49.98,3151.75,APXMIDP
2025-01-06T03:30:00Z,APXMIDP,2025-01-06,8,69.57,3183.7,APXMIDP
2025-01-06T03:00:00Z,APXMIDP,2025-01-06,7,81.53,3209.35,APXMIDP
2025-01-06T02:30:00Z,APXMIDP,2025-01-06,6,87.22,3085.0,APXMIDP
2025-01-06T02:00:00Z,APXMIDP,2025-01-06,5,102.65,2723.45,APXMIDP
2025-01-06T01:30:00Z,APXMIDP,2025-01-06,4,101.06,2165.0,APXMIDP
2025-01-06T01:00:00Z,APXMIDP,2025-01-06,3,97.25,2207.15,APXMIDP
2025-01-06T00:30:00Z,APXMIDP,2025-01-06,2,97.02,1900.35,APXMIDP
2025-01-06T00:00:00Z,APXMIDP,2025-01-06,1,77.5,1617.7,APXMIDP
2025-01-05T23:30:00Z,APXMIDP,2025-01-05,48,69.63,1407.3,APXMIDP
2025-01-05T23:00:00Z,APXMIDP,2025-01-05,47,76.65,1672.6,APXMIDP
2025-01-05T22:30:00Z,APXMIDP,2025-01-05,46,97.14,3483.45,APXMIDP
2025-01-05T22:00:00Z,APXMIDP,2025-01-05,45,108.55,3573.35,APXMIDP
2025-01-05T21:30:00Z,APXMIDP,2025-01-05,44,111.62,4030.25,APXMIDP
2025-01-05T21:00:00Z,APXMIDP,2025-01-05,43,108.72,3956.7,APXMIDP
2025-01-05T20:30:00Z,APXMIDP,2025-01-05,42,109.46,3842.4,APXMIDP
2025-01-05T20:00:00Z,APXMIDP,2025-01-05,41,117.03,4321.0,APXMIDP
2025-01-05T19:30:00Z,APXMIDP,2025-01-05,40,124.34,3876.8,APXMIDP
2025-01-05T19:00:00Z,APXMIDP,2025-01-05,39,127.82,4101.3,APXMIDP
2025-01-05T18:30:00Z,APXMIDP,2025-01-05,38,136.44,2913.95,APXMIDP
2025-01-05T18:00:00Z,APXMIDP,2025-01-05,37,139.74,3141.8,APXMIDP
2025-01-05T17:30:00Z,APXMIDP,2025-01-05,36,141.27,2900.85,APXMIDP
2025-01-05T17:00:00Z,APXMIDP,2025-01-05,35,140.74,2823.35,APXMIDP
2025-01-05T16:30:00Z,APXMIDP,2025-01-05,34,138.31,3040.2,APXMIDP
2025-01-05T16:00:00Z,APXMIDP,2025-01-05,33,132.96,2681.35,APXMIDP
2025-01-05T15:30:00Z,APXMIDP,2025-01-05,32,127.39,2217.6,APXMIDP
2025-01-05T15:00:00Z,APXMIDP,2025-01-05,31,121.3,2304.55,APXMIDP
2025-01-05T14:30:00Z,APXMIDP,2025-01-05,30,120.18,2516.05,APXMIDP
2025-01-05T14:00:00Z,APXMIDP,2025-01-05,29,120.1,2569.55,APXMIDP
2025-01-05T13:30:00Z,APXMIDP,2025-01-05,28,122.48,2079.25,APXMIDP
2025-01-05T13:00:00Z,APXMIDP,2025-01-05,27,123.42,2179.3,APXMIDP
2025-01-05T12:30:00Z,APXMIDP,2025-01-05,26,120.25,2465.5,APXMIDP
2025-01-05T12:00:00Z,APXMIDP,2025-01-05,25,117.55,2590.15,APXMIDP
2025-01-05T11:30:00Z,APXMIDP,2025-01-05,24,111.95,3025.25,APXMIDP
2025-01-05T11:00:00Z,APXMIDP,2025-01-05,23,115.49,2699.05,APXMIDP
2025-01-05T10:30:00Z,APXMIDP,2025-01-05,22,118.28,3263.8,APXMIDP
2025-01-05T10:00:00Z,APXMIDP,2025-01-05,21,117.48,2858.3,APXMIDP
2025-01-05T09:30:00Z,APXMIDP,2025-01-05,20,118.36,2957.05,APXMIDP
2025-01-05T09:00:00Z,APXMIDP,2025-01-05,19,114.84,3165.65,APXMIDP
2025-01-05T08:30:00Z,APXMIDP,2025-01-05,18,113.02,2720.1,APXMIDP
2025-01-05T08:00:00Z,APXMIDP,2025-01-05,17,113.79,2474.0,APXMIDP
2025-01-05T07:30:00Z,APXMIDP,2025-01-05,16,103.99,2186.55,APXMIDP
2025-01-05T07:00:00Z,APXMIDP,2025-01-05,15,105.37,1545.85,APXMIDP
2025-01-05T06:30:00Z,APXMIDP,2025-01-05,14,88.74,1271.6,APXMIDP
2025-01-05T06:00:00Z,APXMIDP,2025-01-05,13,83.24,1394.25,APXMIDP
2025-01-05T05:30:00Z,APXMIDP,2025-01-05,12,78.28,1587.85,APXMIDP
2025-01-05T05:00:00Z,APXMIDP,2025-01-05,11,77.84,1585.45,APXMIDP
2025-01-05T04:30:00Z,APXMIDP,2025-01-05,10,81.2,1197.4,APXMIDP
2025-01-05T04:00:00Z,APXMIDP,2025-01-05,9,85.37,1290.5,APXMIDP
2025-01-05T03:30:00Z,APXMIDP,2025-01-05,8,91.67,1264.5,APXMIDP
2025-01-05T03:00:00Z,APXMIDP,2025-01-05,7,100.67,1322.15,APXMIDP
2025-01-05T02:30:00Z,APXMIDP,2025-01-05,6,104.14,1333.3,APXMIDP
2025-01-05T02:00:00Z,APXMIDP,2025-01-05,5,109.6,1455.05,APXMIDP
2025-01-05T01:30:00Z,APXMIDP,2025-01-05,4,105.1,1467.0,APXMIDP
2025-01-05T01:00:00Z,APXMIDP,2025-01-05,3,103.82,2055.2,APXMIDP
2025-01-05T00:30:00Z,APXMIDP,2025-01-05,2,109.36,1544.6,APXMIDP
2025-01-05T00:00:00Z,APXMIDP,2025-01-05,1,109.25,1290.8,APXMIDP
2025-01-04T23:30:00Z,APXMIDP,2025-01-04,48,100.94,1455.85,APXMIDP
2025-01-04T23:00:00Z,APXMIDP,2025-01-04,47,98.29,1614.05,APXMIDP
2025-01-04T22:30:00Z,APXMIDP,2025-01-04,46,106.99,1526.1,APXMIDP
2025-01-04T22:00:00Z,APXMIDP,2025-01-04,45,108.36,1580.85,APXMIDP
2025-01-04T21:30:00Z,APXMIDP,2025-01-04,44,109.02,1519.75,APXMIDP
2025-01-04T21:00:00Z,APXMIDP,2025-01-04,43,108.81,1674.0,APXMIDP
2025-01-04T20:30:00Z,APXMIDP,2025-01-04,42,107.26,1792.35,APXMIDP
2025-01-04T20:00:00Z,APXMIDP,2025-01-04,41,110.11,1718.95,APXMIDP
2025-01-04T19:30:00Z,APXMIDP,2025-01-04,40,106.3,1534.4,APXMIDP
2025-01-04T19:00:00Z,APXMIDP,2025-01-04,39,121.31,1540.3,APXMIDP
2025-01-04T18:30:00Z,APXMIDP,2025-01-04,38,130.7,1600.85,APXMIDP
2025-01-04T18:00:00Z,APXMIDP,2025-01-04,37,139.01,1611.2,APXMIDP
2025-01-04T17:30:00Z,APXMIDP,2025-01-04,36,138.36,1596.05,APXMIDP
2025-01-04T17:00:00Z,APXMIDP,2025-01-04,35,136.53,1385.25,APXMIDP
2025-01-04T16:30:00Z,APXMIDP,2025-01-04,34,133.32,1725.25,APXMIDP
2025-01-04T16:00:00Z,APXMIDP,2025-01-04,33,131.84,1295.2,APXMIDP
2025-01-04T15:30:00Z,APXMIDP,2025-01-04,32,121.1,1620.0,APXMIDP
2025-01-04T15:00:00Z,APXMIDP,2025-01-04,31,115.92,1524.4,APXMIDP
2025-01-04T14:30:00Z,APXMIDP,2025-01-04,30,115.79,1806.5,APXMIDP
2025-01-04T14:00:00Z,APXMIDP,2025-01-04,29,115.1,1744.3,APXMIDP
2025-01-04T13:30:00Z,APXMIDP,2025-01-04,28,115.22,1881.0,APXMIDP
2025-01-04T13:00:00Z,APXMIDP,2025-01-04,27,115.19,1999.7,APXMIDP
2025-01-04T12:30:00Z,APXMIDP,2025-01-04,26,106.65,2422.25,APXMIDP
2025-01-04T12:00:00Z,APXMIDP,2025-01-04,25,102.91,2556.15,APXMIDP
2025-01-04T11:30:00Z,APXMIDP,2025-01-04,24,113.52,2423.05,APXMIDP
2025-01-04T11:00:00Z,APXMIDP,2025-01-04,23,108.42,2432.25,APXMIDP
2025-01-04T10:30:00Z,APXMIDP,2025-01-04,22,101.65,2499.25,APXMIDP
2025-01-04T10:00:00Z,APXMIDP,2025-01-04,21,100.16,2100.65,APXMIDP
2025-01-04T09:30:00Z,APXMIDP,2025-01-04,20,101.93,2069.65,APXMIDP
2025-01-04T09:00:00Z,APXMIDP,2025-01-04,19,98.99,2107.1,APXMIDP
2025-01-04T08:30:00Z,APXMIDP,2025-01-04,18,107.8,2096.25,APXMIDP
2025-01-04T08:00:00Z,APXMIDP,2025-01-04,17,102.62,2116.1,APXMIDP
2025-01-04T07:30:00Z,APXMIDP,2025-01-04,16,100.27,1859.5,APXMIDP
2025-01-04T07:00:00Z,APXMIDP,2025-01-04,15,102.39,2023.15,APXMIDP
2025-01-04T06:30:00Z,APXMIDP,2025-01-04,14,99.8,2123.9,APXMIDP
2025-01-04T06:00:00Z,APXMIDP,2025-01-04,13,96.48,1921.4,APXMIDP
2025-01-04T05:30:00Z,APXMIDP,2025-01-04,12,92.78,2008.75,APXMIDP
2025-01-04T05:00:00Z,APXMIDP,2025-01-04,11,97.76,2002.4,APXMIDP
2025-01-04T04:30:00Z,APXMIDP,2025-01-04,10,92.06,1922.8,APXMIDP
2025-01-04T04:00:00Z,APXMIDP,2025-01-04,9,94.07,1784.45,APXMIDP
2025-01-04T03:30:00Z,APXMIDP,2025-01-04,8,90.83,1557.5,APXMIDP
2025-01-04T03:00:00Z,APXMIDP,2025-01-04,7,92.83,1663.0,APXMIDP
2025-01-04T02:30:00Z,APXMIDP,2025-01-04,6,99.3,1612.25,APXMIDP
2025-01-04T02:00:00Z,APXMIDP,2025-01-04,5,97.69,1364.25,APXMIDP
2025-01-04T01:30:00Z,APXMIDP,2025-01-04,4,95.84,1641.2,APXMIDP
2025-01-04T01:00:00Z,APXMIDP,2025-01-04,3,98.69,1677.45,APXMIDP
2025-01-04T00:30:00Z,APXMIDP,2025-01-04,2,102.0,1462.85,APXMIDP
2025-01-04T00:00:00Z,APXMIDP,2025-01-04,1,97.44,1252.45,APXMIDP
2025-01-03T23:30:00Z,APXMIDP,2025-01-03,48,101.04,1251.15,APXMIDP
2025-01-03T23:00:00Z,APXMIDP,2025-01-03,47,102.69,1601.9,APXMIDP
2025-01-03T22:30:00Z,APXMIDP,2025-01-03,46,114.38,2026.95,APXMIDP
2025-01-03T22:00:00Z,APXMIDP,2025-01-03,45,116.99,2394.6,APXMIDP
2025-01-03T21:30:00Z,APXMIDP,2025-01-03,44,112.04,2282.5,APXMIDP
2025-01-03T21:00:00Z,APXMIDP,2025-01-03,43,118.67,1966.05,APXMIDP
2025-01-03T20:30:00Z,APXMIDP,2025-01-03,42,124.07,2108.2,APXMIDP
2025-01-03T20:00:00Z,APXMIDP,2025-01-03,41,134.9,2653.45,APXMIDP
2025-01-03T19:30:00Z,APXMIDP,2025-01-03,40,137.93,2788.7,APXMIDP
2025-01-03T19:00:00Z,APXMIDP,2025-01-03,39,137.57,2690.8,APXMIDP
2025-01-03T18:30:00Z,APXMIDP,2025-01-03,38,127.3,3704.0,APXMIDP
2025-01-03T18:00:00Z,APXMIDP,2025-01-03,37,124.53,3420.35,APXMIDP
2025-01-03T17:30:00Z,APXMIDP,2025-01-03,36,120.42,3535.4,APXMIDP
2025-01-03T17:00:00Z,APXMIDP,2025-01-03,35,110.82,3528.45,APXMIDP
2025-01-03T16:30:00Z,APXMIDP,2025-01-03,34,108.05,3674.75,APXMIDP
2025-01-03T16:00:00Z,APXMIDP,2025-01-03,33,106.79,3475.45,APXMIDP
2025-01-03T15:30:00Z,APXMIDP,2025-01-03,32,97.13,3720.1,APXMIDP
2025-01-03T15:00:00Z,APXMIDP,2025-01-03,31,92.32,3548.45,APXMIDP
2025-01-03T14:30:00Z,APXMIDP,2025-01-03,30,86.56,3917.5,APXMIDP
2025-01-03T14:00:00Z,APXMIDP,2025-01-03,29,85.06,3980.3,APXMIDP
2025-01-03T13:30:00Z,APXMIDP,2025-01-03,28,84.4,3377.9,APXMIDP
2025-01-03T13:00:00Z,APXMIDP,2025-01-03,27,88.96,3025.1,APXMIDP
2025-01-03T12:30:00Z,APXMIDP,2025-01-03,26,87.91,2812.75,APXMIDP
2025-01-03T12:00:00Z,APXMIDP,2025-01-03,25,87.61,2921.15,APXMIDP
2025-01-03T11:30:00Z,APXMIDP,2025-01-03,24,89.69,3297.3,APXMIDP
2025-01-03T11:00:00Z,APXMIDP,2025-01-03,23,87.73,3248.7,APXMIDP
2025-01-03T10:30:00Z,APXMIDP,2025-01-03,22,87.54,3772.5,APXMIDP
2025-01-03T10:00:00Z,APXMIDP,2025-01-03,21,89.72,3906.8,APXMIDP
2025-01-03T09:30:00Z,APXMIDP,2025-01-03,20,94.28,3791.15,APXMIDP
2025-01-03T09:00:00Z,APXMIDP,2025-01-03,19,88.37,3396.05,APXMIDP
2025-01-03T08:30:00Z,APXMIDP,2025-01-03,18,89.84,2883.75,APXMIDP
2025-01-03T08:00:00Z,APXMIDP,2025-01-03,17,85.69,3355.35,APXMIDP
2025-01-03T07:30:00Z,APXMIDP,2025-01-03,16,85.65,3549.0,APXMIDP
2025-01-03T07:00:00Z,APXMIDP,2025-01-03,15,78.5,3983.2,APXMIDP
2025-01-03T06:30:00Z,APXMIDP,2025-01-03,14,74.16,4312.1,APXMIDP
2025-01-03T06:00:00Z,APXMIDP,2025-01-03,13,75.89,4129.85,APXMIDP
2025-01-03T05:30:00Z,APXMIDP,2025-01-03,12,61.98,2860.3,APXMIDP
2025-01-03T05:00:00Z,APXMIDP,2025-01-03,11,61.35,3171.0,APXMIDP
2025-01-03T04:30:00Z,APXMIDP,2025-01-03,10,56.85,2773.2,APXMIDP
2025-01-03T04:00:00Z,APXMIDP,2025-01-03,9,59.28,2731.15,APXMIDP
2025-01-03T03:30:00Z,APXMIDP,2025-01-03,8,55.4,2453.05,APXMIDP
2025-01-03T03:00:00Z,APXMIDP,2025-01-03,7,59.36,2100.75,APXMIDP
2025-01-03T02:30:00Z,APXMIDP,2025-01-03,6,65.52,2560.95,APXMIDP
2025-01-03T02:00:00Z,APXMIDP,2025-01-03,5,72.19,2458.85,APXMIDP
2025-01-03T01:30:00Z,APXMIDP,2025-01-03,4,75.27,2169.5,APXMIDP
2025-01-03T01:00:00Z,APXMIDP,2025-01-03,3,77.94,2013.2,APXMIDP
2025-01-03T00:30:00Z,APXMIDP,2025-01-03,2,79.02,1985.4,APXMIDP
2025-01-03T00:00:00Z,APXMIDP,2025-01-03,1,77.97,2029.55,APXMIDP
2025-01-02T23:30:00Z,APXMIDP,2025-01-02,48,77.61,1644.25,APXMIDP
2025-01-02T23:00:00Z,APXMIDP,2025-01-02,47,90.46,1603.8,APXMIDP
2025-01-02T22:30:00Z,APXMIDP,2025-01-02,46,97.27,2815.4,APXMIDP
2025-01-02T22:00:00Z,APXMIDP,2025-01-02,45,100.7,3141.2,APXMIDP
2025-01-02T21:30:00Z,APXMIDP,2025-01-02,44,101.04,2716.65,APXMIDP
2025-01-02T21:00:00Z,APXMIDP,2025-01-02,43,101.46,2705.0,APXMIDP
2025-01-02T20:30:00Z,APXMIDP,2025-01-02,42,99.62,2760.0,APXMIDP
2025-01-02T20:00:00Z,APXMIDP,2025-01-02,41,98.15,2883.4,APXMIDP
2025-01-02T19:30:00Z,APXMIDP,2025-01-02,40,100.34,2683.8,APXMIDP
2025-01-02T19:00:00Z,APXMIDP,2025-01-02,39,110.16,2786.05,APXMIDP
2025-01-02T18:30:00Z,APXMIDP,2025-01-02,38,120.56,2635.65,APXMIDP
2025-01-02T18:00:00Z,APXMIDP,2025-01-02,37,133.87,2646.0,APXMIDP
2025-01-02T17:30:00Z,APXMIDP,2025-01-02,36,137.73,2637.45,APXMIDP
2025-01-02T17:00:00Z,APXMIDP,2025-01-02,35,135.83,2409.05,APXMIDP
2025-01-02T16:30:00Z,APXMIDP,2025-01-02,34,133.05,2659.95,APXMIDP
2025-01-02T16:00:00Z,APXMIDP,2025-01-02,33,127.12,2748.05,APXMIDP
2025-01-02T15:30:00Z,APXMIDP,2025-01-02,32,124.16,3119.85,APXMIDP
2025-01-02T15:00:00Z,APXMIDP,2025-01-02,31,116.72,2782.2,APXMIDP
2025-01-02T14:30:00Z,APXMIDP,2025-01-02,30,109.34,3467.45,APXMIDP
2025-01-02T14:00:00Z,APXMIDP,2025-01-02,29,110.98,2867.0,APXMIDP
2025-01-02T13:30:00Z,APXMIDP,2025-01-02,28,103.61,2563.65,APXMIDP
2025-01-02T13:00:00Z,APXMIDP,2025-01-02,27,97.91,2855.55,APXMIDP
2025-01-02T12:30:00Z,APXMIDP,2025-01-02,26,98.2,2537.0,APXMIDP
2025-01-02T12:00:00Z,APXMIDP,2025-01-02,25,99.14,2896.2,APXMIDP
2025-01-02T11:30:00Z,APXMIDP,2025-01-02,24,107.5,2604.25,APXMIDP
2025-01-02T11:00:00Z,APXMIDP,2025-01-02,23,112.43,2551.85,APXMIDP
2025-01-02T10:30:00Z,APXMIDP,2025-01-02,22,110.05,2339.35,APXMIDP
2025-01-02T10:00:00Z,APXMIDP,2025-01-02,21,116.21,2113.6,APXMIDP
2025-01-02T09:30:00Z,APXMIDP,2025-01-02,20,116.89,2275.4,APXMIDP
2025-01-02T09:00:00Z,APXMIDP,2025-01-02,19,115.3,2156.25,APXMIDP
2025-01-02T08:30:00Z,APXMIDP,2025-01-02,18,123.01,2457.65,APXMIDP
2025-01-02T08:00:00Z,APXMIDP,2025-01-02,17,121.62,2166.45,APXMIDP
2025-01-02T07:30:00Z,APXMIDP,2025-01-02,16,126.67,3158.3,APXMIDP
2025-01-02T07:00:00Z,APXMIDP,2025-01-02,15,118.11,2672.65,APXMIDP
2025-01-02T06:30:00Z,APXMIDP,2025-01-02,14,86.53,3967.45,APXMIDP
2025-01-02T06:00:00Z,APXMIDP,2025-01-02,13,99.51,3057.1,APXMIDP
2025-01-02T05:30:00Z,APXMIDP,2025-01-02,12,86.89,2379.8,APXMIDP
2025-01-02T05:00:00Z,APXMIDP,2025-01-02,11,84.69,2661.85,APXMIDP
2025-01-02T04:30:00Z,APXMIDP,2025-01-02,10,85.23,2822.7,APXMIDP
2025-01-02T04:00:00Z,APXMIDP,2025-01-02,9,87.39,2358.8,APXMIDP
2025-01-02T03:30:00Z,APXMIDP,2025-01-02,8,98.65,2382.85,APXMIDP
2025-01-02T03:00:00Z,APXMIDP,2025-01-02,7,101.2,2868.1,APXMIDP
2025-01-02T02:30:00Z,APXMIDP,2025-01-02,6,98.16,2287.75,APXMIDP
2025-01-02T02:00:00Z,APXMIDP,2025-01-02,5,106.89,2180.45,APXMIDP
2025-01-02T01:30:00Z,APXMIDP,2025-01-02,4,108.63,1960.1,APXMIDP
2025-01-02T01:00:00Z,APXMIDP,2025-01-02,3,110.88,2095.65,APXMIDP
2025-01-02T00:30:00Z,APXMIDP,2025-01-02,2,112.24,1962.95,APXMIDP
2025-01-02T00:00:00Z,APXMIDP,2025-01-02,1,110.4,1624.1,APXMIDP
2025-01-01T23:30:00Z,APXMIDP,2025-01-01,48,106.05,1324.0,APXMIDP
2025-01-01T23:00:00Z,APXMIDP,2025-01-01,47,107.77,1265.2,APXMIDP
2025-01-01T22:30:00Z,APXMIDP,2025-01-01,46,108.13,2303.45,APXMIDP
2025-01-01T22:00:00Z,APXMIDP,2025-01-01,45,111.04,2177.75,APXMIDP
2025-01-01T21:30:00Z,APXMIDP,2025-01-01,44,110.84,2108.1,APXMIDP
2025-01-01T21:00:00Z,APXMIDP,2025-01-01,43,106.0,1983.4,APXMIDP
2025-01-01T20:30:00Z,APXMIDP,2025-01-01,42,106.87,2323.95,APXMIDP
2025-01-01T20:00:00Z,APXMIDP,2025-01-01,41,109.7,2533.95,APXMIDP
