DATETIME,provider,price_GBP_per_MWh,volume_MWh
2025-01-01 00:00:00,APXMIDP,9.07,1470.95
2025-01-01 00:30:00,APXMIDP,23.51,1792.8
2025-01-01 01:00:00,APXMIDP,9.11,1900.55
2025-01-01 01:30:00,APXMIDP,8.94,1891.0
2025-01-01 02:00:00,APXMIDP,29.65,2141.6
2025-01-01 02:30:00,APXMIDP,17.91,1866.55
2025-01-01 03:00:00,APXMIDP,11.74,1376.8
2025-01-01 03:30:00,APXMIDP,6.2,1368.5
2025-01-01 04:00:00,APXMIDP,7.01,1824.2
2025-01-01 04:30:00,APXMIDP,4.32,1787.1
2025-01-01 05:00:00,APXMIDP,3.27,1563.65
2025-01-01 05:30:00,APXMIDP,3.44,1964.6
2025-01-01 06:00:00,APXMIDP,1.84,1593.25
2025-01-01 06:30:00,APXMIDP,4.63,1704.05
2025-01-01 07:00:00,APXMIDP,-1.5,1438.3
2025-01-01 07:30:00,APXMIDP,-2.25,1435.85
2025-01-01 08:00:00,APXMIDP,-6.35,2000.1
2025-01-01 08:30:00,APXMIDP,-2.9,2378.5
2025-01-01 09:00:00,APXMIDP,-14.33,2340.25
2025-01-01 09:30:00,APXMIDP,1.84,2488.1
2025-01-01 10:00:00,APXMIDP,-3.34,2752.7
2025-01-01 10:30:00,APXMIDP,16.96,2692.05
2025-01-01 11:00:00,APXMIDP,10.53,2036.5
2025-01-01 11:30:00,APXMIDP,25.49,1870.35
2025-01-01 12:00:00,APXMIDP,45.57,1725.6
2025-01-01 12:30:00,APXMIDP,60.24,1901.3
2025-01-01 13:00:00,APXMIDP,82.29,1629.2
2025-01-01 13:30:00,APXMIDP,85.57,1723.95
2025-01-01 14:00:00,APXMIDP,87.18,1734.65
2025-01-01 14:30:00,APXMIDP,90.24,1915.05
2025-01-01 15:00:00,APXMIDP,97.49,1690.7
2025-01-01 15:30:00,APXMIDP,112.25,1561.1
2025-01-01 16:00:00,APXMIDP,119.72,1822.55
2025-01-01 16:30:00,APXMIDP,121.25,2171.65
2025-01-01 17:00:00,APXMIDP,125.79,2048.3
2025-01-01 17:30:00,APXMIDP,126.73,1894.95
2025-01-01 18:00:00,APXMIDP,125.66,2345.4
2025-01-01 18:30:00,APXMIDP,125.69,2241.8
2025-01-01 19:00:00,APXMIDP,125.56,2061.05
2025-01-01 19:30:00,APXMIDP,120.95,2429.85
2025-01-01 20:00:00,APXMIDP,109.7,2533.95
2025-01-01 20:30:00,APXMIDP,106.87,2323.95
2025-01-01 21:00:00,APXMIDP,106.0,1983.4
2025-01-01 21:30:00,APXMIDP,110.84,2108.1
2025-01-01 22:00:00,APXMIDP,111.04,2177.75
2025-01-01 22:30:00,APXMIDP,108.13,2303.45
2025-01-01 23:00:00,APXMIDP,107.77,1265.2
2025-01-01 23:30:00,APXMIDP,106.05,1324.0
2025-01-02 00:00:00,APXMIDP,110.4,1624.1
2025-01-02 00:30:00,APXMIDP,112.24,1962.95
2025-01-02 01:00:00,APXMIDP,110.88,2095.65
2025-01-02 01:30:00,APXMIDP,108.63,1960.1
2025-01-02 02:00:00,APXMIDP,106.89,2180.45
2025-01-02 02:30:00,APXMIDP,98.16,2287.75
2025-01-02 03:00:00,APXMIDP,101.2,2868.1
2025-01-02 03:30:00,APXMIDP,98.65,2382.85
2025-01-02 04:00:00,APXMIDP,87.39,2358.8
2025-01-02 04:30:00,APXMIDP,85.23,2822.7
2025-01-02 05:00:00,APXMIDP,84.69,2661.85
2025-01-02 05:30:00,APXMIDP,86.89,2379.8
2025-01-02 06:00:00,APXMIDP,99.51,3057.1
2025-01-02 06:30:00,APXMIDP,86.53,3967.45
2025-01-02 07:00:00,APXMIDP,118.11,2672.65
2025-01-02 07:30:00,APXMIDP,126.67,3158.3
2025-01-02 08:00:00,APXMIDP,121.62,2166.45
2025-01-02 08:30:00,APXMIDP,123.01,2457.65
2025-01-02 09:00:00,APXMIDP,115.3,2156.25
2025-01-02 09:30:00,APXMIDP,116.89,2275.4
2025-01-02 10:00:00,APXMIDP,116.21,2113.6
2025-01-02 10:30:00,APXMIDP,110.05,2339.35
2025-01-02 11:00:00,APXMIDP,112.43,2551.85
2025-01-02 11:30:00,APXMIDP,107.5,2604.25
2025-01-02 12:00:00,APXMIDP,99.14,2896.2
2025-01-02 12:30:00,APXMIDP,98.2,2537.0
2025-01-02 13:00:00,APXMIDP,97.91,2855.55
2025-01-02 13:30:00,APXMIDP,103.61,2563.65
2025-01-02 14:00:00,APXMIDP,110.98,2867.0
2025-01-02 14:30:00,APXMIDP,109.34,3467.45
2025-01-02 15:00:00,APXMIDP,116.72,2782.2
2025-01-02 15:30:00,APXMIDP,124.16,3119.85
2025-01-02 16:00:00,APXMIDP,127.12,2748.05
2025-01-02 16:30:00,APXMIDP,133.05,2659.95
2025-01-02 17:00:00,APXMIDP,135.83,2409.05
2025-01-02 17:30:00,APXMIDP,137.73,2637.45
2025-01-02 18:00:00,APXMIDP,133.87,2646.0
2025-01-02 18:30:00,APXMIDP,120.56,2635.65
2025-01-02 19:00:00,APXMIDP,110.16,2786.05
2025-01-02 19:30:00,APXMIDP,100.34,2683.8
2025-01-02 20:00:00,APXMIDP,98.15,2883.4
2025-01-02 20:30:00,APXMIDP,99.62,2760.0
2025-01-02 21:00:00,APXMIDP,101.46,2705.0
2025-01-02 21:30:00,APXMIDP,101.04,2716.65
2025-01-02 22:00:00,APXMIDP,100.7,3141.2
2025-01-02 22:30:00,APXMIDP,97.27,2815.4
2025-01-02 23:00:00,APXMIDP,90.46,1603.8
2025-01-02 23:30:00,APXMIDP,77.61,1644.25
2025-01-03 00:00:00,APXMIDP,77.97,2029.55
2025-01-03 00:30:00,APXMIDP,79.02,1985.4
2025-01-03 01:00:00,APXMIDP,77.94,2013.2
2025-01-03 01:30:00,APXMIDP,75.27,2169.5
2025-01-03 02:00:00,APXMIDP,72.19,2458.85
2025-01-03 02:30:00,APXMIDP,65.52,2560.95
2025-01-03 03:00:00,APXMIDP,59.36,2100.75
2025-01-03 03:30:00,APXMIDP,55.4,2453.05
2025-01-03 04:00:00,APXMIDP,59.28,2731.15
2025-01-03 04:30:00,APXMIDP,56.85,2773.2
2025-01-03 05:00:00,APXMIDP,61.35,3171.0
2025-01-03 05:30:00,APXMIDP,61.98,2860.3
2025-01-03 06:00:00,APXMIDP,75.89,4129.85
2025-01-03 06:30:00,APXMIDP,74.16,4312.1
2025-01-03 07:00:00,APXMIDP,78.5,3983.2
2025-01-03 07:30:00,APXMIDP,85.65,3549.0
2025-01-03 08:00:00,APXMIDP,85.69,3355.35
2025-01-03 08:30:00,APXMIDP,89.84,2883.75
2025-01-03 09:00:00,APXMIDP,88.37,3396.05
2025-01-03 09:30:00,APXMIDP,94.28,3791.15
2025-01-03 10:00:00,APXMIDP,89.72,3906.8
2025-01-03 10:30:00,APXMIDP,87.54,3772.5
2025-01-03 11:00:00,APXMIDP,87.73,3248.7
2025-01-03 11:30:00,APXMIDP,89.69,3297.3
2025-01-03 12:00:00,APXMIDP,87.61,2921.15
2025-01-03 12:30:00,APXMIDP,87.91,2812.75
2025-01-03 13:00:00,APXMIDP,88.96,3025.1
2025-01-03 13:30:00,APXMIDP,84.4,3377.9
2025-01-03 14:00:00,APXMIDP,85.06,3980.3
2025-01-03 14:30:00,APXMIDP,86.56,3917.5
2025-01-03 15:00:00,APXMIDP,92.32,3548.45
2025-01-03 15:30:00,APXMIDP,97.13,3720.1
2025-01-03 16:00:00,APXMIDP,106.79,3475.45
2025-01-03 16:30:00,APXMIDP,108.05,3674.75
2025-01-03 17:00:00,APXMIDP,110.82,3528.45
2025-01-03 17:30:00,APXMIDP,120.42,3535.4
2025-01-03 18:00:00,APXMIDP,124.53,3420.35
2025-01-03 18:30:00,APXMIDP,127.3,3704.0
2025-01-03 19:00:00,APXMIDP,137.57,2690.8
2025-01-03 19:30:00,APXMIDP,137.93,2788.7
2025-01-03 20:00:00,APXMIDP,134.9,2653.45
2025-01-03 20:30:00,APXMIDP,124.07,2108.2
2025-01-03 21:00:00,APXMIDP,118.67,1966.05
2025-01-03 21:30:00,APXMIDP,112.04,2282.5
2025-01-03 22:00:00,APXMIDP,116.99,2394.6
2025-01-03 22:30:00,APXMIDP,114.38,2026.95
2025-01-03 23:00:00,APXMIDP,102.69,1601.9
2025-01-03 23:30:00,APXMIDP,101.04,1251.15
2025-01-04 00:00:00,APXMIDP,97.44,1252.45
2025-01-04 00:30:00,APXMIDP,102.0,1462.85
2025-01-04 01:00:00,APXMIDP,98.69,1677.45
2025-01-04 01:30:00,APXMIDP,95.84,1641.2
2025-01-04 02:00:00,APXMIDP,97.69,1364.25
2025-01-04 02:30:00,APXMIDP,99.3,1612.25
2025-01-04 03:00:00,APXMIDP,92.83,1663.0
2025-01-04 03:30:00,APXMIDP,90.83,1557.5
2025-01-04 04:00:00,APXMIDP,94.07,1784.45
2025-01-04 04:30:00,APXMIDP,92.06,1922.8
2025-01-04 05:00:00,APXMIDP,97.76,2002.4
2025-01-04 05:30:00,APXMIDP,92.78,2008.75
2025-01-04 06:00:00,APXMIDP,96.48,1921.4
2025-01-04 06:30:00,APXMIDP,99.8,2123.9
2025-01-04 07:00:00,APXMIDP,102.39,2023.15
2025-01-04 07:30:00,APXMIDP,100.27,1859.5
2025-01-04 08:00:00,APXMIDP,102.62,2116.1
2025-01-04 08:30:00,APXMIDP,107.8,2096.25
2025-01-04 09:00:00,APXMIDP,98.99,2107.1
2025-01-04 09:30:00,APXMIDP,101.93,2069.65
2025-01-04 10:00:00,APXMIDP,100.16,2100.65
2025-01-04 10:30:00,APXMIDP,101.65,2499.25
2025-01-04 11:00:00,APXMIDP,108.42,2432.25
2025-01-04 11:30:00,APXMIDP,113.52,2423.05
2025-01-04 12:00:00,APXMIDP,102.91,2556.15
2025-01-04 12:30:00,APXMIDP,106.65,2422.25
2025-01-04 13:00:00,APXMIDP,115.19,1999.7
2025-01-04 13:30:00,APXMIDP,115.22,1881.0
2025-01-04 14:00:00,APXMIDP,115.1,1744.3
2025-01-04 14:30:00,APXMIDP,115.79,1806.5
2025-01-04 15:00:00,APXMIDP,115.92,1524.4
2025-01-04 15:30:00,APXMIDP,121.1,1620.0
2025-01-04 16:00:00,APXMIDP,131.84,1295.2
2025-01-04 16:30:00,APXMIDP,133.32,1725.25
2025-01-04 17:00:00,APXMIDP,136.53,1385.25
2025-01-04 17:30:00,APXMIDP,138.36,1596.05
2025-01-04 18:00:00,APXMIDP,139.01,1611.2
2025-01-04 18:30:00,APXMIDP,130.7,1600.85
2025-01-04 19:00:00,APXMIDP,121.31,1540.3
2025-01-04 19:30:00,APXMIDP,106.3,1534.4
2025-01-04 20:00:00,APXMIDP,110.11,1718.95
2025-01-04 20:30:00,APXMIDP,107.26,1792.35
2025-01-04 21:00:00,APXMIDP,108.81,1674.0
2025-01-04 21:30:00,APXMIDP,109.02,1519.75
2025-01-04 22:00:00,APXMIDP,108.36,1580.85
2025-01-04 22:30:00,APXMIDP,106.99,1526.1
2025-01-04 23:00:00,APXMIDP,98.29,1614.05
2025-01-04 23:30:00,APXMIDP,100.94,1455.85
2025-01-05 00:00:00,APXMIDP,109.25,1290.8
2025-01-05 00:30:00,APXMIDP,109.36,1544.6
2025-01-05 01:00:00,APXMIDP,103.82,2055.2
2025-01-05 01:30:00,APXMIDP,105.1,1467.0
2025-01-05 02:00:00,APXMIDP,109.6,1455.05
2025-01-05 02:30:00,APXMIDP,104.14,1333.3
2025-01-05 03:00:00,APXMIDP,100.67,1322.15
2025-01-05 03:30:00,APXMIDP,91.67,1264.5
2025-01-05 04:00:00,APXMIDP,85.37,1290.5
2025-01-05 04:30:00,APXMIDP,81.2,1197.4
2025-01-05 05:00:00,APXMIDP,77.84,1585.45
2025-01-05 05:30:00,APXMIDP,78.28,1587.85
2025-01-05 06:00:00,APXMIDP,83.24,1394.25
2025-01-05 06:30:00,APXMIDP,88.74,1271.6
2025-01-05 07:00:00,APXMIDP,105.37,1545.85
2025-01-05 07:30:00,APXMIDP,103.99,2186.55
2025-01-05 08:00:00,APXMIDP,113.79,2474.0
2025-01-05 08:30:00,APXMIDP,113.02,2720.1
2025-01-05 09:00:00,APXMIDP,114.84,3165.65
2025-01-05 09:30:00,APXMIDP,118.36,2957.05
2025-01-05 10:00:00,APXMIDP,117.48,2858.3
2025-01-05 10:30:00,APXMIDP,118.28,3263.8
2025-01-05 11:00:00,APXMIDP,115.49,2699.05
2025-01-05 11:30:00,APXMIDP,111.95,3025.25
2025-01-05 12:00:00,APXMIDP,117.55,2590.15
2025-01-05 12:30:00,APXMIDP,120.25,2465.5
2025-01-05 13:00:00,APXMIDP,123.42,2179.3
2025-01-05 13:30:00,APXMIDP,122.48,2079.25
2025-01-05 14:00:00,APXMIDP,120.1,2569.55
2025-01-05 14:30:00,APXMIDP,120.18,2516.05
2025-01-05 15:00:00,APXMIDP,121.3,2304.55
2025-01-05 15:30:00,APXMIDP,127.39,2217.6
2025-01-05 16:00:00,APXMIDP,132.96,2681.35
2025-01-05 16:30:00,APXMIDP,138.31,3040.2
2025-01-05 17:00:00,APXMIDP,140.74,2823.35
2025-01-05 17:30:00,APXMIDP,141.27,2900.85
2025-01-05 18:00:00,APXMIDP,139.74,3141.8
2025-01-05 18:30:00,APXMIDP,136.44,2913.95
2025-01-05 19:00:00,APXMIDP,127.82,4101.3
2025-01-05 19:30:00,APXMIDP,124.34,3876.8
2025-01-05 20:00:00,APXMIDP,117.03,4321.0
2025-01-05 20:30:00,APXMIDP,109.46,3842.4
2025-01-05 21:00:00,APXMIDP,108.72,3956.7
2025-01-05 21:30:00,APXMIDP,111.62,4030.25
2025-01-05 22:00:00,APXMIDP,108.55,3573.35
2025-01-05 22:30:00,APXMIDP,97.14,3483.45
2025-01-05 23:00:00,APXMIDP,76.65,1672.6
2025-01-05 23:30:00,APXMIDP,69.63,1407.3
2025-01-06 00:00:00,APXMIDP,77.5,1617.7
2025-01-06 00:30:00,APXMIDP,97.02,1900.35
2025-01-06 01:00:00,APXMIDP,97.25,2207.15
2025-01-06 01:30:00,APXMIDP,101.06,2165.0
2025-01-06 02:00:00,APXMIDP,102.65,2723.45
2025-01-06 02:30:00,APXMIDP,87.22,3085.0
2025-01-06 03:00:00,APXMIDP,81.53,3209.35
2025-01-06 03:30:00,APXMIDP,69.57,3183.7
2025-01-06 04:00:00,APXMIDP,49.98,3151.75
2025-01-06 04:30:00,APXMIDP,44.45,2814.15
2025-01-06 05:00:00,APXMIDP,43.08,2074.95
2025-01-06 05:30:00,APXMIDP,56.17,2846.1
2025-01-06 06:00:00,APXMIDP,82.55,2634.6
2025-01-06 06:30:00,APXMIDP,93.36,2538.2
2025-01-06 07:00:00,APXMIDP,107.08,1898.45
2025-01-06 07:30:00,APXMIDP,100.28,2217.0
2025-01-06 08:00:00,APXMIDP,107.03,1777.5
2025-01-06 08:30:00,APXMIDP,108.23,2162.45
2025-01-06 09:00:00,APXMIDP,117.82,1539.4
2025-01-06 09:30:00,APXMIDP,118.75,1722.05
2025-01-06 10:00:00,APXMIDP,118.48,1951.9
2025-01-06 10:30:00,APXMIDP,111.93,2421.0
2025-01-06 11:00:00,APXMIDP,106.04,2381.4
2025-01-06 11:30:00,APXMIDP,107.03,2265.05
2025-01-06 12:00:00,APXMIDP,111.42,1943.4
2025-01-06 12:30:00,APXMIDP,109.72,2102.45
2025-01-06 13:00:00,APXMIDP,110.52,2190.25
2025-01-06 13:30:00,APXMIDP,110.0,2205.7
2025-01-06 14:00:00,APXMIDP,110.4,2343.1
2025-01-06 14:30:00,APXMIDP,106.74,2696.95
2025-01-06 15:00:00,APXMIDP,105.46,2594.05
2025-01-06 15:30:00,APXMIDP,106.42,2312.15
2025-01-06 16:00:00,APXMIDP,106.75,2508.4
2025-01-06 16:30:00,APXMIDP,112.4,2946.35
2025-01-06 17:00:00,APXMIDP,107.28,3315.6
2025-01-06 17:30:00,APXMIDP,109.44,2841.75
2025-01-06 18:00:00,APXMIDP,111.7,2869.25
2025-01-06 18:30:00,APXMIDP,112.01,3405.55
2025-01-06 19:00:00,APXMIDP,110.44,2892.75
2025-01-06 19:30:00,APXMIDP,95.38,2338.4
2025-01-06 20:00:00,APXMIDP,97.23,3195.35
2025-01-06 20:30:00,APXMIDP,100.05,3230.65
2025-01-06 21:00:00,APXMIDP,101.03,2797.5
2025-01-06 21:30:00,APXMIDP,98.4,2797.25
2025-01-06 22:00:00,APXMIDP,99.03,2686.0
2025-01-06 22:30:00,APXMIDP,100.4,2338.1
2025-01-06 23:00:00,APXMIDP,100.91,2368.0
2025-01-06 23:30:00,APXMIDP,101.82,2294.95
2025-01-07 00:00:00,APXMIDP,100.59,2577.55
2025-01-07 00:30:00,APXMIDP,104.05,2605.05
2025-01-07 01:00:00,APXMIDP,106.03,2340.9
2025-01-07 01:30:00,APXMIDP,107.21,2548.2
2025-01-07 02:00:00,APXMIDP,108.42,2371.45
2025-01-07 02:30:00,APXMIDP,109.01,2738.45
2025-01-07 03:00:00,APXMIDP,106.27,3030.3
2025-01-07 03:30:00,APXMIDP,102.22,3121.4
2025-01-07 04:00:00,APXMIDP,96.31,3849.0
2025-01-07 04:30:00,APXMIDP,96.02,3710.55
2025-01-07 05:00:00,APXMIDP,89.85,3366.0
2025-01-07 05:30:00,APXMIDP,88.1,3712.45
2025-01-07 06:00:00,APXMIDP,97.7,3608.25
2025-01-07 06:30:00,APXMIDP,97.54,4183.35
2025-01-07 07:00:00,APXMIDP,111.87,2678.95
2025-01-07 07:30:00,APXMIDP,119.37,2889.1
2025-01-07 08:00:00,APXMIDP,124.36,2096.45
2025-01-07 08:30:00,APXMIDP,124.98,2465.0
2025-01-07 09:00:00,APXMIDP,126.55,2854.1
2025-01-07 09:30:00,APXMIDP,126.57,2720.65
2025-01-07 10:00:00,APXMIDP,126.04,2710.35
2025-01-07 10:30:00,APXMIDP,123.76,2823.4
2025-01-07 11:00:00,APXMIDP,117.14,2833.0
2025-01-07 11:30:00,APXMIDP,115.51,2900.25
2025-01-07 12:00:00,APXMIDP,113.59,2952.55
2025-01-07 12:30:00,APXMIDP,112.57,2720.3
2025-01-07 13:00:00,APXMIDP,104.5,3115.45
2025-01-07 13:30:00,APXMIDP,103.79,3189.85
2025-01-07 14:00:00,APXMIDP,103.18,2952.9
2025-01-07 14:30:00,APXMIDP,101.15,3056.8
2025-01-07 15:00:00,APXMIDP,102.0,2501.15
2025-01-07 15:30:00,APXMIDP,104.25,3210.95
2025-01-07 16:00:00,APXMIDP,108.79,3266.55
2025-01-07 16:30:00,APXMIDP,119.14,3434.9
2025-01-07 17:00:00,APXMIDP,114.55,3310.55
2025-01-07 17:30:00,APXMIDP,114.56,2873.35
2025-01-07 18:00:00,APXMIDP,112.68,3161.3
2025-01-07 18:30:00,APXMIDP,107.84,2556.9
2025-01-07 19:00:00,APXMIDP,110.9,2660.5
2025-01-07 19:30:00,APXMIDP,101.89,2232.7
2025-01-07 20:00:00,APXMIDP,83.45,2295.05
2025-01-07 20:30:00,APXMIDP,83.81,2354.85
2025-01-07 21:00:00,APXMIDP,86.57,2302.95
2025-01-07 21:30:00,APXMIDP,84.34,2931.65
2025-01-07 22:00:00,APXMIDP,83.39,3257.2
2025-01-07 22:30:00,APXMIDP,79.51,3264.45
2025-01-07 23:00:00,APXMIDP,65.25,2171.75
2025-01-07 23:30:00,APXMIDP,54.96,2250.5
2025-01-08 00:00:00,APXMIDP,55.06,2356.7
2025-01-08 00:30:00,APXMIDP,56.66,2554.6
2025-01-08 01:00:00,APXMIDP,55.86,2348.8
2025-01-08 01:30:00,APXMIDP,53.82,2213.45
2025-01-08 02:00:00,APXMIDP,54.93,2610.1
2025-01-08 02:30:00,APXMIDP,56.86,2400.95
2025-01-08 03:00:00,APXMIDP,51.71,2044.0
2025-01-08 03:30:00,APXMIDP,53.65,1959.05
2025-01-08 04:00:00,APXMIDP,61.25,2490.7
2025-01-08 04:30:00,APXMIDP,64.16,2884.15
2025-01-08 05:00:00,APXMIDP,72.38,2803.45
2025-01-08 05:30:00,APXMIDP,65.45,2658.85
2025-01-08 06:00:00,APXMIDP,86.84,2827.75
2025-01-08 06:30:00,APXMIDP,88.5,2886.5
2025-01-08 07:00:00,APXMIDP,84.77,2838.7
2025-01-08 07:30:00,APXMIDP,95.33,2883.4
2025-01-08 08:00:00,APXMIDP,106.22,2238.35
2025-01-08 08:30:00,APXMIDP,128.37,2106.95
2025-01-08 09:00:00,APXMIDP,158.04,2348.8
2025-01-08 09:30:00,APXMIDP,167.55,2697.55
2025-01-08 10:00:00,APXMIDP,168.85,2622.8
2025-01-08 10:30:00,APXMIDP,175.15,2630.75
2025-01-08 11:00:00,APXMIDP,182.95,2803.4
2025-01-08 11:30:00,APXMIDP,187.55,3096.45
2025-01-08 12:00:00,APXMIDP,214.42,2649.35
2025-01-08 12:30:00,APXMIDP,367.46,2804.2
2025-01-08 13:00:00,APXMIDP,622.95,2617.25
2025-01-08 13:30:00,APXMIDP,630.12,2892.4
2025-01-08 14:00:00,APXMIDP,654.19,2865.35
2025-01-08 14:30:00,APXMIDP,576.38,2843.35
2025-01-08 15:00:00,APXMIDP,871.93,2283.55
2025-01-08 15:30:00,APXMIDP,932.85,2261.15
2025-01-08 16:00:00,APXMIDP,977.92,1942.3
2025-01-08 16:30:00,APXMIDP,1352.9,2196.2
2025-01-08 17:00:00,APXMIDP,1309.12,1714.45
2025-01-08 17:30:00,APXMIDP,1285.63,1965.4
2025-01-08 18:00:00,APXMIDP,1051.13,1851.75
2025-01-08 18:30:00,APXMIDP,979.14,2071.6
2025-01-08 19:00:00,APXMIDP,433.01,1819.4
2025-01-08 19:30:00,APXMIDP,317.09,2263.6
2025-01-08 20:00:00,APXMIDP,234.63,2155.2
2025-01-08 20:30:00,APXMIDP,217.16,2393.35
2025-01-08 21:00:00,APXMIDP,166.44,2513.75
2025-01-08 21:30:00,APXMIDP,142.46,2247.2
2025-01-08 22:00:00,APXMIDP,132.88,2698.9
2025-01-08 22:30:00,APXMIDP,127.09,2482.85
2025-01-08 23:00:00,APXMIDP,112.17,1834.5
2025-01-08 23:30:00,APXMIDP,109.42,1777.25
2025-01-09 00:00:00,APXMIDP,118.32,1550.35
2025-01-09 00:30:00,APXMIDP,122.38,2134.9
2025-01-09 01:00:00,APXMIDP,124.44,1905.6
2025-01-09 01:30:00,APXMIDP,113.16,2145.55
2025-01-09 02:00:00,APXMIDP,109.92,2036.5
2025-01-09 02:30:00,APXMIDP,105.63,1938.0
2025-01-09 03:00:00,APXMIDP,97.79,1444.55
2025-01-09 03:30:00,APXMIDP,89.1,1674.7
2025-01-09 04:00:00,APXMIDP,96.21,1781.9
2025-01-09 04:30:00,APXMIDP,94.42,2164.35
2025-01-09 05:00:00,APXMIDP,90.07,1910.0
2025-01-09 05:30:00,APXMIDP,91.07,2501.9
2025-01-09 06:00:00,APXMIDP,100.93,2532.55
2025-01-09 06:30:00,APXMIDP,97.84,2128.3
2025-01-09 07:00:00,APXMIDP,112.9,2598.1
2025-01-09 07:30:00,APXMIDP,125.81,2603.45
2025-01-09 08:00:00,APXMIDP,127.75,2457.7
2025-01-09 08:30:00,APXMIDP,130.28,2839.95
2025-01-09 09:00:00,APXMIDP,134.84,3362.65
2025-01-09 09:30:00,APXMIDP,135.05,3195.45
2025-01-09 10:00:00,APXMIDP,132.7,3262.55
2025-01-09 10:30:00,APXMIDP,125.96,3232.3
2025-01-09 11:00:00,APXMIDP,117.69,3107.9
2025-01-09 11:30:00,APXMIDP,118.48,3010.6
2025-01-09 12:00:00,APXMIDP,115.87,3354.0
2025-01-09 12:30:00,APXMIDP,114.18,3006.2
2025-01-09 13:00:00,APXMIDP,110.3,2996.0
2025-01-09 13:30:00,APXMIDP,107.46,3120.9
2025-01-09 14:00:00,APXMIDP,106.37,3434.7
2025-01-09 14:30:00,APXMIDP,105.52,3366.7
2025-01-09 15:00:00,APXMIDP,103.16,2448.2
2025-01-09 15:30:00,APXMIDP,109.62,3133.55
2025-01-09 16:00:00,APXMIDP,110.26,3059.45
2025-01-09 16:30:00,APXMIDP,111.73,3931.4
2025-01-09 17:00:00,APXMIDP,101.55,3685.85
2025-01-09 17:30:00,APXMIDP,106.49,4024.9
2025-01-09 18:00:00,APXMIDP,112.44,4277.0
2025-01-09 18:30:00,APXMIDP,108.97,3795.85
2025-01-09 19:00:00,APXMIDP,99.34,2591.2
2025-01-09 19:30:00,APXMIDP,94.29,2644.65
2025-01-09 20:00:00,APXMIDP,94.01,2760.35
2025-01-09 20:30:00,APXMIDP,94.2,3619.4
2025-01-09 21:00:00,APXMIDP,84.06,2442.5
2025-01-09 21:30:00,APXMIDP,88.77,3309.25
2025-01-09 22:00:00,APXMIDP,86.47,3615.55
2025-01-09 22:30:00,APXMIDP,80.44,3067.0
2025-01-09 23:00:00,APXMIDP,72.56,1524.5
2025-01-09 23:30:00,APXMIDP,76.69,1692.4
2025-01-10 00:00:00,APXMIDP,70.3,1676.7
2025-01-10 00:30:00,APXMIDP,74.31,2042.85
2025-01-10 01:00:00,APXMIDP,87.78,1975.6
2025-01-10 01:30:00,APXMIDP,91.17,2217.7
2025-01-10 02:00:00,APXMIDP,80.59,2425.45
2025-01-10 02:30:00,APXMIDP,81.49,2286.0
2025-01-10 03:00:00,APXMIDP,77.17,1846.95
2025-01-10 03:30:00,APXMIDP,76.39,1408.0
2025-01-10 04:00:00,APXMIDP,78.69,1887.55
2025-01-10 04:30:00,APXMIDP,77.7,1663.3
2025-01-10 05:00:00,APXMIDP,91.45,2352.35
2025-01-10 05:30:00,APXMIDP,90.79,2135.45
2025-01-10 06:00:00,APXMIDP,99.79,2267.55
2025-01-10 06:30:00,APXMIDP,113.0,2210.25
2025-01-10 07:00:00,APXMIDP,114.37,2212.1
2025-01-10 07:30:00,APXMIDP,123.04,2894.15
2025-01-10 08:00:00,APXMIDP,142.92,2727.9
2025-01-10 08:30:00,APXMIDP,140.86,2702.5
2025-01-10 09:00:00,APXMIDP,139.66,2229.55
2025-01-10 09:30:00,APXMIDP,131.71,2416.7
2025-01-10 10:00:00,APXMIDP,133.43,2467.35
2025-01-10 10:30:00,APXMIDP,132.47,3094.95
2025-01-10 11:00:00,APXMIDP,121.17,3706.8
2025-01-10 11:30:00,APXMIDP,117.4,3991.35
2025-01-10 12:00:00,APXMIDP,128.03,4374.05
2025-01-10 12:30:00,APXMIDP,120.52,4353.25
2025-01-10 13:00:00,APXMIDP,118.22,4243.15
2025-01-10 13:30:00,APXMIDP,116.39,4244.75
2025-01-10 14:00:00,APXMIDP,110.61,4912.9
2025-01-10 14:30:00,APXMIDP,109.8,4988.85
2025-01-10 15:00:00,APXMIDP,124.21,4702.35
2025-01-10 15:30:00,APXMIDP,128.29,4523.2
2025-01-10 16:00:00,APXMIDP,127.99,4023.25
2025-01-10 16:30:00,APXMIDP,141.13,4478.15
2025-01-10 17:00:00,APXMIDP,142.72,4158.95
2025-01-10 17:30:00,APXMIDP,142.72,4323.9
2025-01-10 18:00:00,APXMIDP,140.72,4284.4
2025-01-10 18:30:00,APXMIDP,132.14,4225.7
2025-01-10 19:00:00,APXMIDP,131.91,3301.7
2025-01-10 19:30:00,APXMIDP,129.27,3456.4
2025-01-10 20:00:00,APXMIDP,121.44,2590.15
2025-01-10 20:30:00,APXMIDP,112.05,2259.95
2025-01-10 21:00:00,APXMIDP,115.16,2006.45
2025-01-10 21:30:00,APXMIDP,111.03,1992.5
2025-01-10 22:00:00,APXMIDP,105.92,2417.5
2025-01-10 22:30:00,APXMIDP,106.08,2118.15
2025-01-10 23:00:00,APXMIDP,115.79,1395.65
2025-01-10 23:30:00,APXMIDP,104.47,1218.1
2025-01-11 00:00:00,APXMIDP,103.61,959.35
