wind_mw,wind_share,wind_gwh,grid_gwh,spilled_gwh,kt_co2e_yr,g_co2e_per_kwh,vs_baseline
0.0,0.0,0.0,218.2955137619025,0.0,70.46097003147969,1100.9526567418702,2.1033947045624406
10.0,0.1400827689631467,30.57944002,187.7160737419025,0.0,61.386407221273465,959.1626128323979,1.8325016505400593
25.0,0.3502069224078667,76.44860005,141.8469137119025,0.0,47.77456300596415,746.4775469681898,1.4261620695064874
50.0,0.6145095860025237,134.14468578803493,84.15082797386758,18.75251431196506,30.653034502158643,478.9536640962288,0.9150517005628043
75.0,0.7513323304170343,164.012477074314,54.28303668758851,65.33332307568598,21.78965610634101,340.46337666157825,0.6504629051776886
100.0,0.8202234178529528,179.051092399754,39.24442136214852,126.743307800246,17.32689095236894,270.7326711307647,0.5172408307671768
150.0,0.8841375416903317,193.00325889947644,25.292254862426073,265.68834140052354,13.186533537145536,206.039586517899,0.3936432439288756
200.0,0.9143644859588791,199.6016652280314,18.693848533871115,411.9871351719686,11.228431863714887,175.4442478705451,0.3351901643154556
